,project_flux_id,datetime_start,datetime_end,chamber,total.CH4.flux.mg.C.m2.d,ebullitive_flux_mg_c_m2_d,diffusive_flux_combined,weighted_r2_combined,diffusive_flux_beforebubble,r2_beforebubble,n_diffusive_beforebubble,diffusive_flux_afterbubble,r2_afterbubble,n_diffusive_afterbubble,n_bubble_points,CO2.flux.mg.C.m2.d,R2.CO2,g_slope,S_intercept,b_coeff,c_coeff,K_coeff,site,reservoir,FB_TR,notes
as.numeric(datetime)27,227,1/22/2024 13:52,1/22/2024 15:10,3,0,0,NA,NA,-4.123528504,0.013683954,13,-6.780746582,0.330559906,62,3,-37.46755102,0.886135511,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLTR,DL,TR,
as.numeric(datetime)28,231,1/24/2024 10:16,1/24/2024 10:53,3,11.11378696,0,11.11378696,0.573150028,11.11378696,0.573150028,37,NA,NA,0,0,34.6344645,0.442104909,-3.380033,280.7939,-2.018745,36.51898,-14.57457,CGFB,CG,FB,
as.numeric(datetime)29,235,1/24/2024 11:17,1/24/2024 12:46,3,3.992051322,0,3.992051322,0.273983245,3.992051322,0.273983245,89,NA,NA,0,0,54.87548749,0.915876029,-3.380033,280.7939,-2.018745,36.51898,-14.57457,CGFB,CG,FB,
as.numeric(datetime)30,239,1/25/2024 10:15,1/25/2024 12:00,3,0,0,NA,NA,-1.999646507,0.335643201,105,NA,NA,0,0,52.53533294,0.982292478,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DTFB,DT,FB,
as.numeric(datetime)31,243,1/29/2024 9:37,1/29/2024 10:27,3,15.74418537,0,15.74418537,0.881653183,15.74418537,0.881653183,51,NA,NA,0,0,142.1815887,0.937538212,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)32,247,1/29/2024 12:44,1/29/2024 13:34,3,92.04299483,17.78622582,74.256769,0.871727222,74.256769,0.871727222,12,-10.81905404,0.42642717,36,1,109.7790763,0.9039844,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVTR,BV,TR,
as.numeric(datetime)33,252,3/7/2024 10:13,3/7/2024 12:26,3,4.912283642,3.210334053,1.701949588,0.061732669,1.701949588,0.061732669,131,NA,NA,0,1,47.48807576,0.963549519,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DTFB,DT,FB,
as.numeric(datetime)34,260,3/19/2024 17:17,3/19/2024 18:17,3,7.506504328,7.506504328,NA,NA,NA,NA,0,-7.432445095,0.407114433,58,1,-30.7161528,0.226806611,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVTR,BV,TR,
as.numeric(datetime)35,264,3/20/2024 12:33,3/20/2024 13:36,3,0,0,NA,NA,-1.490565034,0.142338427,63,NA,NA,0,0,-29.33244674,0.827454963,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DTFB,DT,FB,
as.numeric(datetime)36,270,3/21/2024 11:02,3/21/2024 12:43,3,2.646550197,0,2.646550197,0.143661188,2.646550197,0.143661188,101,NA,NA,0,0,68.34667065,0.951805511,-3.380033,280.7939,-2.018745,36.51898,-14.57457,CGFB,CG,FB,
as.numeric(datetime)37,272,3/22/2024 11:06,3/22/2024 12:27,3,0,0,NA,NA,NA,NA,0,-9.170392474,0.287362529,79,4,-359.450071,0.943817328,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLFB,DL,FB,
as.numeric(datetime)38,276,3/22/2024 14:57,3/22/2024 15:54,3,0,0,NA,NA,-5.197188176,0.102413874,57,NA,NA,0,0,-96.28923825,0.909772912,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLTR,DL,TR,
as.numeric(datetime)39,304,8/7/2023 13:54,8/7/2023 14:28,3,0,0,NA,NA,-0.369547137,0.00363722,18,NA,NA,0,0,132.483053,0.781320464,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)40,305,8/7/2023 15:04,8/7/2023 15:49,3,0,0,NA,NA,-1.991506541,0.09033278,23,NA,NA,0,0,-27.26561847,0.297166932,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)41,306,8/7/2023 17:56,8/7/2023 18:46,3,0,0,NA,NA,-0.260492909,0.005933535,26,NA,NA,0,0,7.056311648,0.085953307,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)42,307,8/7/2023 19:20,8/7/2023 20:10,3,5.500952585,0,5.500952585,0.423205707,5.500952585,0.423205707,26,NA,NA,0,0,62.53093195,0.845252611,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)43,308,8/7/2023 20:46,8/7/2023 21:36,3,7.458948279,0,7.458948279,0.630138985,7.458948279,0.630138985,25,NA,NA,0,0,50.55887801,0.877468187,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)44,309,8/7/2023 22:12,8/7/2023 22:58,3,12.98082937,8.944389419,4.036439951,0.123801257,4.036439951,0.123801257,13,NA,NA,0,1,57.78864665,0.691678936,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)45,310,8/7/2023 23:44,8/8/2023 0:24,3,10.4567668,10.4567668,NA,NA,-19.58272014,0.271683568,6,-3.143763355,0.088580846,9,1,59.56268871,0.692587721,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)46,311,8/8/2023 1:02,8/8/2023 1:56,3,9.107240652,7.646813112,1.46042754,0.021912691,1.46042754,0.021912691,19,NA,NA,0,1,34.2997437,0.570547633,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)47,312,8/8/2023 2:28,8/8/2023 3:30,3,0.137370493,0,0.137370493,0.000556274,0.137370493,0.000556274,27,NA,NA,0,0,0.895172759,0.002250818,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)48,313,8/8/2023 3:54,8/8/2023 4:46,3,1.913396419,0,1.913396419,0.064832245,1.913396419,0.064832245,25,NA,NA,0,0,-15.99699581,0.243877052,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)49,314,8/8/2023 6:54,8/8/2023 7:40,3,0.108890296,0,0.108890296,0.000346639,0.108890296,0.000346639,24,NA,NA,0,0,7.796375789,0.075445414,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)50,315,8/8/2023 8:24,8/8/2023 9:06,3,0,0,NA,NA,-3.292189682,0.312666494,21,NA,NA,0,0,10.89080673,0.153400611,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)51,316,8/8/2023 9:38,8/8/2023 10:32,3,0,0,NA,NA,-3.583736427,0.233956212,28,NA,NA,0,0,-21.45237812,0.074222579,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)52,317,8/8/2023 11:06,8/8/2023 11:46,3,0,0,NA,NA,-1.549033427,0.09124889,21,NA,NA,0,0,7.128941552,0.016337496,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)53,318,8/8/2023 0:36,8/8/2023 1:24,3,6.307730548,0,6.307730548,0.144294851,6.307730548,0.144294851,13,NA,NA,0,0,-49.46388674,0.203204749,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)54,319,8/8/2023 14:00,8/8/2023 14:48,3,1.117009672,0,1.117009672,0.051694534,1.117009672,0.051694534,22,NA,NA,0,0,4.164080038,0.012951423,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)55,320,8/8/2023 16:52,8/8/2023 17:38,3,0,0,NA,NA,-1.521015035,0.085293734,24,NA,NA,0,0,4.009564694,0.014154358,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)56,321,8/8/2023 18:18,8/8/2023 19:08,3,0,0,NA,NA,-1.656384082,0.129624534,25,NA,NA,0,0,-23.33328384,0.697113394,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)57,323,8/8/2023 21:08,8/8/2023 22:01,3,4.567852165,0,4.567852165,0.407133544,4.567852165,0.407133544,24,NA,NA,0,0,4.018700301,0.023690992,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)58,324,8/8/2023 22:25,8/8/2023 23:23,3,0,0,NA,NA,-0.661184951,0.00871794,26,NA,NA,0,0,-20.21321414,0.553330255,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)59,326,8/9/2023 1:24,8/9/2023 2:15,3,18.54187027,8.044266102,10.49760417,0.635631802,-0.711425881,0.000656125,5,10.49760417,0.635631802,19,1,13.52681588,0.076166019,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)60,327,8/9/2023 2:53,8/9/2023 3:45,3,16.91287912,8.598634606,8.314244518,0.196111796,8.314244518,0.196111796,14,NA,NA,0,1,10.96379398,0.378233446,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)61,328,8/9/2023 4:21,8/9/2023 5:05,3,7.658705181,0,7.658705181,0.377742736,7.658705181,0.377742736,23,NA,NA,0,0,9.401937403,0.195764989,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)62,329,8/9/2023 5:45,8/9/2023 6:35,3,8.683476232,0,8.683476232,0.499051652,NA,NA,1,8.683476232,0.499051652,24,2,21.66938258,0.485314178,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)63,330,8/9/2023 7:08,8/9/2023 7:57,3,14.7620155,0,14.7620155,0.69717462,NA,NA,2,14.7620155,0.69717462,21,2,4.64636781,0.018361044,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)64,331,8/9/2023 8:45,8/9/2023 9:35,3,0,0,NA,NA,-1.747853811,0.05628489,24,NA,NA,0,0,-16.6746976,0.388020161,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)65,332,8/9/2023 10:05,8/9/2023 10:55,3,0,0,NA,NA,-6.11060937,0.488718558,26,NA,NA,0,0,-36.40756542,0.803295484,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)66,359,5/14/2024 13:34,5/14/2024 15:24,3,0,0,0,0.881495537,0,0.881495537,16,-4.849401135,0.528024726,93,0,-34.65061831,0.877838103,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DTFB,DT,FB,"hardcoded at 0 flux, ID'd as bubble but visual inspection suggusts its just noise, start and end of flux suggest no flux and this matches with other chambers and the GC measurements"
as.numeric(datetime)67,363,5/15/2024 11:41,5/15/2024 13:29,3,5.144539141,0,5.144539141,0.270736751,5.144539141,0.270736751,114,NA,NA,0,0,45.13151851,0.354112698,-3.380033,280.7939,-2.018745,36.51898,-14.57457,CGFB,CG,FB,
as.numeric(datetime)68,371,5/16/2024 12:43,5/16/2024 13:20,3,34.93090894,34.93090894,NA,NA,NA,NA,0,-20.6431085,0.042008333,36,8,-203.6263052,0.871255022,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLFB,DL,FB,
as.numeric(datetime)69,383,5/17/2024 12:51,5/17/2024 13:35,3,12.97318954,0,12.97318954,0.217585444,12.97318954,0.217585444,44,NA,NA,0,0,-245.3779382,0.047692793,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVTR,BV,TR,
11,387,5/21/2024 12:03,5/21/2024 12:45,3,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLFB,DL,FB,
as.numeric(datetime)70,391,5/21/2024 10:31,5/21/2024 11:14,3,19.36146176,0,19.36146176,0.828510954,19.36146176,0.828510954,44,NA,NA,0,0,-82.78414292,0.918554267,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLTR,DL,TR,
as.numeric(datetime)71,410,7/8/2024 9:40,7/8/2024 10:21,3,0,0,NA,NA,-10.74334344,0.658906608,41,NA,NA,0,0,-64.86621173,0.152438237,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)72,413,7/8/2024 12:33,7/8/2024 13:30,3,0,0,NA,NA,-5.765706759,0.452567503,57,NA,NA,0,0,-50.36342527,0.019065964,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVTR,BV,TR,
as.numeric(datetime)73,428,7/15/2024 11:58,7/15/2024 13:00,3,2.502751297,0,2.502751297,0.238938258,2.502751297,0.238938258,62,NA,NA,0,0,-307.2197011,0.757041933,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DTFB,DT,FB,
as.numeric(datetime)74,435,9/16/2024 12:21,9/16/2024 13:12,3,10.21499817,0,10.21499817,0.211995724,10.21499817,0.211995724,51,NA,NA,0,0,3.08157735402303e-14,0.519800388,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DTFB,DT,FB,
as.numeric(datetime)75,438,9/16/2024 15:34,9/16/2024 16:29,3,2.10646928,0,2.10646928,0.326202285,2.10646928,0.326202285,55,NA,NA,0,0,1.92858854944425e-13,0.497770006,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DTFB,DT,FB,
as.numeric(datetime)76,441,9/17/2024 12:14,9/17/2024 13:58,3,4.521182824,0,4.521182824,0.117816292,4.521182824,0.117816292,103,NA,NA,0,0,-5.42E-14,0.50366329,-3.380033,280.7939,-2.018745,36.51898,-14.57457,CGFB,CG,FB,
as.numeric(datetime)77,444,9/18/2024 9:40,9/18/2024 10:35,3,27.36564959,0,27.36564959,0.853413282,37.60197433,0.677067132,13,17.12932485,0.912195332,39,2,1.92829247279342e-13,0.497766883,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVFB,BV,FB,
as.numeric(datetime)78,447,9/18/2024 12:45,9/18/2024 13:44,3,38.37755662,0,38.37755662,0.886588291,38.37755662,0.886588291,59,NA,NA,0,0,2.48214194973461e-14,0.470695311,-3.380033,280.7939,-2.018745,36.51898,-14.57457,BVTR,BV,TR,
as.numeric(datetime)79,469,11/12/2024 9:39,11/12/2024 10:35,3,35.4040632,34.87314888,0.530914318,0.000416069,NA,NA,0,0.530914318,0.000416069,107,44,-11.35780391,0.00061088,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLFB,DL,FB,
as.numeric(datetime)80,474,11/12/2024 12:20,11/12/2024 13:20,3,2.281232654,0,2.281232654,0.111682363,2.281232654,0.111682363,32,NA,NA,0,0,-445.1883967,0.137405478,-3.380033,280.7939,-2.018745,36.51898,-14.57457,DLTR,DL,TR,
as.numeric(datetime)81,484,11/14/2024 11:25,11/14/2024 12:40,3,13.83004133,13.83004133,NA,NA,NA,NA,1,-41.72776034,0.648839995,71,11,264.3848149,0.763885278,-3.380033,280.7939,-2.018745,36.51898,-14.57457,CGFB,CG,FB,
