,project_flux_id,datetime_start,datetime_end,chamber,total.CH4.flux.mg.C.m2.d,ebullitive_flux_mg_c_m2_d,diffusive_flux_combined,weighted_r2_combined,diffusive_flux_beforebubble,r2_beforebubble,n_diffusive_beforebubble,diffusive_flux_afterbubble,r2_afterbubble,n_diffusive_afterbubble,n_bubble_points,CO2.flux.mg.C.m2.d,R2.CO2,g_slope,S_intercept,b_coeff,c_coeff,K_coeff,site,reservoir,FB_TR,notes
as.numeric(datetime)11,73,3/9/2023 9:16,3/9/2023 11:23,6,15.26917526,0,15.26917526,0.611694124,15.26917526,0.611694124,24,NA,NA,0,3,75.39241583,0.1511543,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)12,74,3/10/2023 9:35,3/10/2023 10:06,6,5.594053701,0,5.594053701,0.887366302,5.594053701,0.887366302,32,NA,NA,0,0,-472.1714222,0.978174802,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)13,76,3/10/2023 12:39,3/10/2023 13:06,6,0,0,NA,NA,-60.05390467,0.68185765,28,NA,NA,0,0,-828.5453794,0.919420551,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVTR,BV,TR,
as.numeric(datetime)14,96,5/1/2023 14:34,5/1/2023 15:01,6,25.61243131,0,25.61243131,0.89905156,25.61243131,0.89905156,28,NA,NA,0,0,-206.9773761,0.967927347,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)15,104,5/8/2023 14:44,5/8/2023 15:13,6,12.13994467,0,12.13994467,0.736685613,12.13994467,0.736685613,30,NA,NA,0,0,441.7599333,0.900465567,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVTR,BV,TR,
as.numeric(datetime)16,117,5/11/2023 12:03,5/11/2023 14:55,6,6.973341122,0,6.973341122,0.974866589,6.973341122,0.974866589,173,NA,NA,0,0,-48.84634751,0.882920733,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)17,121,5/12/2023 10:00,5/12/2023 13:02,6,7.580963086,0,7.580963086,0.876080352,7.580963086,0.876080352,183,NA,NA,0,0,-163.380342,0.782392623,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)18,128,6/15/2023 10:27,6/15/2023 13:04,6,16.04370638,0,16.04370638,0.864949175,16.04370638,0.864949175,158,NA,NA,0,0,-26.07128287,0.873446473,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)19,131,7/13/2023 9:52,7/13/2023 13:00,6,7.707906874,0,7.707906874,0.311901486,7.707906874,0.311901486,14,-0.393949233,0.008894592,171,2,-59.71589558,0.053629805,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)20,134,7/14/2023 10:21,7/14/2023 13:30,6,544.90295,544.90295,NA,NA,-3.117753216,0.107058875,60,NA,NA,0,49,-15.15754574,0.788248419,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)21,138,7/17/2023 9:45,7/17/2023 10:18,6,0,0,NA,NA,NA,NA,0,-4.303002211,0.016927917,32,2,109.6734245,0.418265358,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)22,145,7/19/2023 9:38,7/19/2023 10:15,6,49.85276764,49.85276764,NA,NA,NA,NA,2,-2.860725931,0.219681299,33,1,292.1203272,0.94447913,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLFB,DL,FB,
as.numeric(datetime)23,150,7/19/2023 12:51,7/19/2023 13:34,6,45.06672424,20.32586941,24.74085483,0.507661957,24.74085483,0.507661957,17,-2.954718388,0.060050234,24,1,167.0774511,0.883265728,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLTR,DL,TR,
1,151,8/7/2023 10:57,8/7/2023 11:25,6,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)24,333,8/7/2023 16:10,8/7/2023 16:39,6,6.603481526,0,6.603481526,0.88887788,6.603481526,0.88887788,15,NA,NA,0,0,196.0442969,0.978085868,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)25,334,8/7/2023 17:14,8/7/2023 18:05,6,7.836893895,0,7.836893895,0.971850693,7.836893895,0.971850693,26,NA,NA,0,0,129.8025487,0.951017444,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)26,335,8/7/2023 18:40,8/7/2023 19:31,6,8.100410096,0,8.100410096,0.918538722,8.100410096,0.918538722,26,NA,NA,0,0,97.38294103,0.942962687,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)27,336,8/7/2023 20:06,8/7/2023 20:57,6,25.00292849,0,25.00292849,0.997386485,25.00292849,0.997386485,26,NA,NA,0,0,205.9364973,0.964491643,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)28,337,8/7/2023 21:30,8/7/2023 22:23,6,21.26452065,0,21.26452065,0.996279744,21.26452065,0.996279744,27,NA,NA,0,0,202.7998594,0.961631498,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)29,338,8/7/2023 22:56,8/7/2023 23:49,6,23.57799571,0,23.57799571,0.996240315,23.57799571,0.996240315,27,NA,NA,0,0,194.9095042,0.969923616,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)30,339,8/8/2023 0:34,8/8/2023 1:13,6,26.55643731,0,26.55643731,0.995036165,26.55643731,0.995036165,20,NA,NA,0,0,188.073685,0.990479301,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)31,340,8/8/2023 1:48,8/8/2023 2:41,6,29.05741639,0,29.05741639,0.996680605,29.05741639,0.996680605,26,NA,NA,0,0,212.0688095,0.964765452,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)32,341,8/8/2023 3:14,8/8/2023 4:06,6,21.16960984,0,21.16960984,0.985342276,21.16960984,0.985342276,24,NA,NA,0,0,214.3308539,0.947220634,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)33,342,8/8/2023 4:39,8/8/2023 5:32,6,30.10756557,0,30.10756557,0.997551012,30.10756557,0.997551012,26,NA,NA,0,0,278.2137457,0.965084377,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)34,343,8/8/2023 6:05,8/8/2023 6:58,6,27.86302458,0,27.86302458,0.991563003,27.86302458,0.991563003,27,NA,NA,0,0,310.9154566,0.948902412,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)35,344,8/8/2023 7:31,8/8/2023 8:34,6,23.7875461,0,23.7875461,0.980447875,23.7875461,0.980447875,28,NA,NA,0,0,293.2775627,0.902662863,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)36,345,8/8/2023 9:01,8/8/2023 9:50,6,11.24068276,0,11.24068276,0.961284216,11.24068276,0.961284216,25,NA,NA,0,0,219.1116173,0.968348329,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)37,346,8/8/2023 10:27,8/8/2023 11:14,6,9.180116909,0,9.180116909,0.942633317,9.180116909,0.942633317,24,NA,NA,0,0,256.7201647,0.932666224,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)38,347,8/8/2023 11:55,8/8/2023 12:48,6,14.27819868,0,14.27819868,0.888269311,14.27819868,0.888269311,25,NA,NA,0,0,349.3051376,0.90217142,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)39,348,8/8/2023 13:15,8/8/2023 14:08,6,10.64948749,0,10.64948749,0.716565481,10.64948749,0.716565481,27,NA,NA,0,0,275.3645304,0.89111506,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)40,349,8/8/2023 14:53,8/8/2023 15:34,6,28.81795682,0,28.81795682,0.976956841,28.81795682,0.976956841,21,NA,NA,0,0,145.8780795,0.81253531,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)41,350,8/8/2023 16:09,8/8/2023 17:00,6,32.52798402,0,32.52798402,0.901409397,32.52798402,0.901409397,26,NA,NA,0,0,142.2639906,0.793907281,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)42,161,9/11/2023 10:07,9/11/2023 10:51,6,5.115457629,0,5.115457629,0.004017695,NA,0,8,5.115457629,0.004017695,76,7,-104.350324,0.398396054,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)43,163,9/11/2023 12:44,9/11/2023 13:31,6,31.96394158,0,31.96394158,0.9630574,31.96394158,0.9630574,96,NA,NA,0,0,-620.620925,0.906057111,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVTR,BV,TR,
as.numeric(datetime)44,172,9/12/2023 11:09,9/12/2023 11:36,6,29.10212685,0,29.10212685,0.744620783,29.10212685,0.744620783,56,NA,NA,0,0,146.7679435,0.864399722,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLFB,DL,FB,
as.numeric(datetime)45,176,9/12/2023 13:04,9/12/2023 13:58,6,29.62172874,18.12246147,11.49926727,0.941946098,NA,NA,0,11.49926727,0.941946098,104,1,74.35873949,0.811275381,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLTR,DL,TR,
as.numeric(datetime)46,353,9/13/2023 12:17,9/13/2023 13:08,6,0,0,NA,NA,-267.8991182,0.77357268,23,NA,NA,0,0,18.51098984,0.055111774,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)47,354,9/13/2023 15:19,9/13/2023 16:10,6,1.27491467,0,1.27491467,0.007362801,1.27491467,0.007362801,23,NA,NA,0,0,58.18764632,0.743248038,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)48,351,9/13/2023 18:15,9/13/2023 19:04,6,2.038302124,0,2.038302124,0.929843811,2.038302124,0.929843811,25,NA,NA,0,0,25.46900268,0.87885038,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)49,352,9/13/2023 21:09,9/13/2023 22:06,6,1.244192778,0,1.244192778,0.265076466,1.244192778,0.265076466,29,NA,NA,0,0,-2.415890711,0.004246261,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)50,213,11/15/2023 9:48,11/15/2023 10:44,6,5.255532118,0,5.255532118,0.835010562,5.255532118,0.835010562,57,NA,NA,0,0,218.6553077,0.823268521,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)51,217,11/15/2023 10:47,11/15/2023 12:34,6,1.320536534,0,1.320536534,0.327577218,1.320536534,0.327577218,108,NA,NA,0,0,269.0151406,0.886532981,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)52,224,1/22/2024 11:10,1/22/2024 12:17,6,0,0,NA,NA,-6.228610955,0.72838839,68,NA,NA,0,0,-38.66456213,0.766430725,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLFB,DL,FB,
as.numeric(datetime)53,230,1/22/2024 13:52,1/22/2024 15:11,6,1.288878879,0,1.288878879,0.752711077,1.288878879,0.752711077,80,NA,NA,0,0,-33.76675875,0.914785173,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLTR,DL,TR,
as.numeric(datetime)54,232,1/24/2024 10:15,1/24/2024 10:53,6,7.796514405,0,7.796514405,0.789961381,7.796514405,0.789961381,39,NA,NA,0,0,28.72023963,0.222201901,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)55,240,1/25/2024 10:15,1/25/2024 11:59,6,4.140561684,4.140561684,NA,NA,NA,NA,0,NA,0,5,1,NA,NA,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)56,244,1/29/2024 9:36,1/29/2024 10:18,6,160.438961,145.9601,14.47886103,0.811728396,14.47886103,0.811728396,24,NA,NA,0,10,187.7614764,0.863073907,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVFB,BV,FB,
as.numeric(datetime)57,248,1/29/2024 12:43,1/29/2024 13:34,6,13.24799334,0,13.24799334,0.590635577,13.24799334,0.590635577,52,NA,NA,0,0,133.06174,0.943040242,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVTR,BV,TR,
as.numeric(datetime)58,253,3/7/2024 10:12,3/7/2024 12:20,6,8.054749253,8.054749253,NA,NA,-3.793722293,0.140482531,93,NA,NA,0,1,39.65243672,0.88501116,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)59,261,3/19/2024 17:16,3/19/2024 18:16,6,0,0,NA,NA,-8.333511533,0.203430738,61,NA,NA,0,0,-96.59185486,0.562938695,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVTR,BV,TR,
as.numeric(datetime)60,265,3/20/2024 12:32,3/20/2024 13:39,6,6.6108895,0,6.6108895,0.559174777,6.6108895,0.559174777,68,NA,NA,0,0,-8.026707665,0.119101242,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)61,268,3/21/2024 12:00,3/21/2024 12:36,6,74.1478823,0,74.1478823,0.875113826,74.1478823,0.875113826,37,NA,NA,0,0,0.654135121,0.00018751,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)62,273,3/22/2024 11:05,3/22/2024 12:23,6,9.765771437,9.765771437,NA,NA,NA,NA,0,-84.95075827,0.968928141,77,2,7.25921910092858e-14,0.500448736,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLFB,DL,FB,
as.numeric(datetime)63,277,3/22/2024 14:56,3/22/2024 15:57,6,0,0,NA,NA,-1.606157692,0.019649233,62,NA,NA,0,0,-3.47E-14,0.497666758,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLTR,DL,TR,
as.numeric(datetime)64,360,5/14/2024 13:33,5/14/2024 15:19,6,11.57595966,0,11.57595966,0.892798509,11.57595966,0.892798509,107,NA,NA,0,0,-34.18835519,0.851287681,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DTFB,DT,FB,
as.numeric(datetime)65,364,5/15/2024 11:40,5/15/2024 13:37,6,8.575752981,0,8.575752981,0.78408292,8.575752981,0.78408292,118,NA,NA,0,0,88.43629103,0.966808459,12.578317,275.5481,-3.6188951,23.70869,0.8676484,CGFB,CG,FB,
as.numeric(datetime)66,372,5/16/2024 12:42,5/16/2024 13:21,6,11.22033701,11.22033701,NA,NA,NA,NA,2,-78.88783953,0.604643396,35,3,-306.2928199,0.052740809,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLFB,DL,FB,
as.numeric(datetime)67,384,5/17/2024 12:50,5/17/2024 13:33,6,500.996814,500.996814,NA,NA,NA,NA,0,-903.1453564,0.715413842,42,6,-105.7358952,0.161570309,12.578317,275.5481,-3.6188951,23.70869,0.8676484,BVTR,BV,TR,
as.numeric(datetime)68,392,5/21/2024 10:30,5/21/2024 11:10,6,41.16219217,22.0120806,19.15011157,0.176402415,NA,NA,0,19.15011157,0.176402415,39,4,-22.23808711,0.210034415,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLTR,DL,TR,
as.numeric(datetime)69,388,5/21/2024 12:02,5/21/2024 12:49,6,8.697198857,8.697198857,NA,NA,NA,NA,0,-6.591619843,0.369315035,45,2,42.84656077,0.65733256,12.578317,275.5481,-3.6188951,23.70869,0.8676484,DLFB,DL,FB,
as.numeric(datetime)70,436,9/16/2024 12:21,9/16/2024 13:12,6,74.29594339,64.39207954,9.903863848,0.759389609,NA,NA,1,9.903863848,0.759389609,47,1,302.1177613,0.597631072,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,DTFB,DT,FB,
as.numeric(datetime)71,439,9/16/2024 15:33,9/16/2024 16:31,6,9.5884425,0,9.5884425,0.964652628,9.5884425,0.964652628,59,NA,NA,0,0,153.4746695,0.237776719,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,DTFB,DT,FB,
as.numeric(datetime)72,442,9/17/2024 12:14,9/17/2024 13:58,6,0.398649226,0,0.398649226,0.000623554,0.398649226,0.000623554,105,NA,NA,0,0,-14.40618567,0.003363074,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,CGFB,CG,FB,
as.numeric(datetime)73,445,9/18/2024 9:40,9/18/2024 10:36,6,0,0,NA,NA,-3.110350699,0.059658433,57,NA,NA,0,0,213.9504138,0.066558717,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,BVFB,BV,FB,
as.numeric(datetime)74,448,9/18/2024 12:45,9/18/2024 13:35,6,16.51022322,0,16.51022322,0.780105124,16.51022322,0.780105124,51,NA,NA,0,0,-212.0232688,0.133250167,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,BVTR,BV,TR,
as.numeric(datetime)75,460,11/11/2024 8:57,11/11/2024 10:00,6,3.19608652,0,3.19608652,0.600025644,3.19608652,0.600025644,64,NA,NA,0,0,224.0585269,0.004409104,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,BVFB,BV,FB,
as.numeric(datetime)76,465,11/11/2024 12:16,11/11/2024 13:20,6,8.660719097,0,8.660719097,0.897978824,8.660719097,0.897978824,65,NA,NA,0,0,352.1175737,0.429235881,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,BVTR,BV,TR,
as.numeric(datetime)77,470,11/12/2024 9:40,11/12/2024 10:42,6,7.937101268,0,7.937101268,0.124726392,7.937101268,0.124726392,63,NA,NA,0,0,157.715746,0.587572764,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,DLFB,DL,FB,
as.numeric(datetime)78,475,11/12/2024 12:20,11/12/2024 13:22,6,6.962021266,0,6.962021266,0.488643406,6.962021266,0.488643406,63,NA,NA,0,0,58.36015708,0.034839782,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,DLTR,DL,TR,
as.numeric(datetime)79,480,11/13/2024 11:48,11/13/2024 13:26,6,1.682907639,0,1.682907639,0.104491798,1.682907639,0.104491798,99,NA,NA,0,0,100.333663,0.798268672,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,DTFB,DT,FB,
as.numeric(datetime)80,485,11/14/2024 11:25,11/14/2024 12:42,6,2.718957252,0,2.718957252,0.343791451,2.718957252,0.343791451,78,NA,NA,0,0,249.3816665,0.802812151,-4.669896,190.4954,-0.005393401,41.58795,-12.75479,CGFB,CG,FB,
