ID,Date,station,depth_m,temp_c,do_mg_l,chl_a_ug_l,pH,turb_ntu,cond_uS,,Filename,Time_approx,,
203,10/13/2023,DTFB,48.19,7.06,5.59,1.38,6.46,1598.0*,36.8,Y,DTFB20231013,11:31,,
204,10/13/2023,DTFB,40.16,12.3,4.88,1.39,6.3,1598.0*,39.7,Y,DTFB20231013,11:32,,
205,10/13/2023,DTFB,30.09,14.72,5.44,1.02,6.55,1501.0*,44.8,Y,DTFB20231013,11:35,,
206,10/13/2023,DTFB,20.02,16.44,6.21,5.47,6.69,1434.0*,43.4,Y,DTFB20231013,11:37,,
207,10/13/2023,DTFB,15.07,16.59,6.5,7.16,6.87,1373.0*,42.5,Y,DTFB20231013,11:40,,
208,10/13/2023,DTFB,10.16,16.61,6.71,6.93,6.87,1360.0*,44.1,Y,DTFB20231013,11:41,,
209,10/13/2023,DTFB,5.14,16.63,6.64,7.27,6.87,1344.0*,43.6,Y,DTFB20231013,11:43,,
210,10/13/2023,DTTR,0,9.16,7.86,0.21,6.83,501.0*,38.4,Y,DTTR20231013,14:56,,
211,10/13/2023,BCTR,0,10.56,7.97,3.02,6.5,499.0*,39.2,Y,BCTR20231013,9:04,,
213,11/13/2023,DLFB,0,12.07,7.53,1.11,7.19,0.0*,164.1,Y,DTFB20231113,10:32,,
214,11/13/2023,DLTR,0,12.1,7.82,1.31,6.74,0.0*,164.4,Y,DTTR20231113,12:57,,
215,11/14/2023,BVFB,0,11.97,6.76,1.35,6.92,3000.0*,158.7,Y,BVFB20231114,9:34,,
216,11/14/2023,BVTR,0,11.99,6.64,1.22,6.75,0.0*,158.7,Y,BVTR20231114,11:29,,
217,11/15/2023,CGFB,0,7.85,6.59,1.14,6.72,0.0*,43.6,Y,CGFB20231115,10:36,,
218,11/15/2023,CGFB,48.28,4.79,6.85,0.2,6.16,2940.0*,44.8,Y,CGFB20231115,11:11,,
219,11/15/2023,CGFB,40.2,4.78,6.35,0.13,6.3,1314.0*,42.9,Y,CGFB20231115,11:13,,
220,11/15/2023,CGFB,30.27,4.81,5.93,0.1,6.45,0.0*,42,Y,CGFB20231115,11:16,,
221,11/15/2023,CGFB,20.12,4.97,6.38,0.18,6.53,0.0*,38.4,Y,CGFB20231115,11:18,,
222,11/15/2023,CGFB,15.14,5.12,6.36,0.11,6.52,24.2*,39.2,Y,CGFB20231115,11:21,,
223,11/15/2023,CGFB,10.17,5.48,7.07,0.18,6.52,0.0*,36.5,Y,CGFB20231115,11:22,,
224,11/15/2023,CGFB,5.14,7.52,6.14,0.98,6.66,0.0*,43.7,Y,CGFB20231115,11:24,,
225,11/15/2023,CGFB,57,,,,,,,Y,CGFB20231115TT,,,
226,11/15/2023,CGFB,50,,,,,,,Y,CGFB20231115TT,,,
227,11/15/2023,CGTR,0,7.94,11.47,0,6.29,3000*,44.6,Y,CGTR20231115,13:31,,
228,11/16/2023,DTFB,0,12.26,4.27,1.37,6.98,0.0*,43,Y,DTFB20231116,11:42,,
229,11/16/2023,DTFB,48.34,10.82,4.2,1.73,6.98,3000.0*,43.3,Y,DTFB20231116,11:53,,
230,11/16/2023,DTFB,40.24,11.15,4.02,1.58,6.98,766.0*,44.1,Y,DTFB20231116,11:55,,
231,11/16/2023,DTFB,30.32,11.55,4.36,1.92,6.96,0.0*,41.8,Y,DTFB20231116,11:58,,
232,11/16/2023,DTFB,20.26,12.12,4.26,4.92,7.01,0.0*,43.1,Y,DTFB20231116,12:00,,
233,11/16/2023,DTFB,15.24,12.14,4.23,5.32,7.03,0.0*,42.6,Y,DTFB20231116,12:03,,
234,11/16/2023,DTFB,10,12.13,4.11,5.14,7.03,0.0*,42.6,Y,DTFB20231116,12:06,,
235,11/16/2023,DTFB,5,12.15,4.41,4.9,7.04,0.0*,42.5,Y,DTFB20231116,12:08,,
236,11/16/2023,DTFB,73,,,,,,,Y,DTFB20231116TT,,,
237,11/16/2023,DTFB,70,,,,,,,Y,DTFB20231116TT,,,
238,11/16/2023,DTFB,60,,,,,,,Y,DTFB20231116TT,,,
239,11/16/2023,DTFB,50,,,,,,,Y,DTFB20231116TT,,,
240,11/16/2023,DTTR,0,11.11,5.36,0.65,7.11,0.0*,42.1,Y,DTTR20231116,14:00,,
241,11/16/2023,BCTR,0,11.18,12.11,1.3,7.02,0.0*,42.5,Y,BCTR20231116,14:29,,
244,1/22/2024,DLFB,0,2.87,12.18,2.73,7.59,0,170.3,Y,DLFB20240122,10:41,,
245,1/22/2024,DLTR,0,2.89,15.14,2.07,7.69,0,171.9,Y,DLTR20240122,13:56,,
246,1/24/2024,CGFB,0,5.69,11.42,0.69,7.13,0,30.2,Y,CGFB20240124,10:28,Surveyor read -0.44 meters at the surface.,
247,1/24/2024,CGFB,47.66,4.63,10.36,0.48,6.97,0,39.7,Y,CGFB20240124,11:27,,
248,1/24/2024,CGFB,40.19,4.65,10.28,0.4,7.01,0,38.7,Y,CGFB20240124,11:29,,
249,1/24/2024,CGFB,30.09,4.77,11.71,1.04,7.04,0,36.7,Y,CGFB20240124,11:33,,
250,1/24/2024,CGFB,20.15,5.36,11.13,1.31,7.01,0,32,Y,CGFB20240124,11:35,,
251,1/24/2024,CGFB,15.07,5.54,10.73,1.57,7.05,0,31.3,Y,CGFB20240124,11:37,,
252,1/24/2024,CGFB,10.16,5.56,11.74,1.43,7.05,0,30.4,Y,CGFB20240124,11:38,,
253,1/24/2024,CGFB,5.17,5.58,11.02,1.5,7.05,0,31,Y,CGFB20240124,11:40,,
254,1/24/2024,CGFB,87,4.464285714,10.01285714,0.474285714,,,,Y,CGFB20240124TT,Data recorded as a time trigger file.,,
255,1/24/2024,CGFB,80,4.468,11.206,0.492,,,,Y,CGFB20240124TT,Data recorded as a time trigger file.,,
256,1/24/2024,CGFB,70,4.504,10.134,0.476,,,,Y,CGFB20240124TT,Data recorded as a time trigger file.,,
257,1/24/2024,CGFB,60,4.606,9.86,0.504,,,,Y,CGFB20240124TT,Data recorded as a time trigger file.,,
258,1/24/2024,CGFB,50,4.634,10.016,0.502,,,,Y,CGFB20240124TT,Data recorded as a time trigger file.,,
259,1/24/2024,CGTR,0,5.9,11.41,0.72,7.32,1182,31.5,Y,CGTR20240124,13:45,,
260,1/25/2024,DTFB,0,4.81,10.85,2.15,7.65,3000,31.5,Y,DTFB20240125,10:22,Surveyor read -0.2 meters at the surface.,
261,1/25/2024,DTFB,47.7,4.37,12.35,3.9,7.68,0,35.3,Y,DTFB20240125,11:06,,
262,1/25/2024,DTFB,40.19,4.51,10.88,3.96,7.7,0,33.9,Y,DTFB20240125,11:08,,
263,1/25/2024,DTFB,30.13,4.74,10.67,3.23,7.655,0,32.8,Y,DTFB20240125,11:10,,
264,1/25/2024,DTFB,20.01,4.77,10.65,2.46,7.59,0,32.1,Y,DTFB20240125,11:12,,
265,1/25/2024,DTFB,15.01,4.77,10.67,2.52,7.52,0,32.1,Y,DTFB20240125,11:13,,
266,1/25/2024,DTFB,10.06,4.79,10.66,2.78,7.55,0,31.4,Y,DTFB20240125,11:15,,
267,1/25/2024,DTFB,5.17,4.82,10.63,2.64,7.56,0,31.9,Y,DTFB20240125,11:16,,
268,1/25/2024,DTFB,75,,,,,,,Y,DTFB20240125TT,Data recorded as a time trigger file.,,
269,1/25/2024,DTFB,70,,,,,,,Y,DTFB20240125TT,Data recorded as a time trigger file.,,
270,1/25/2024,DTFB,60,,,,,,,Y,DTFB20240125TT,Data recorded as a time trigger file.,,
271,1/25/2024,DTFB,50,,,,,,,Y,DTFB20240125TT,Data recorded as a time trigger file.,,
272,1/25/2024,DTTR,0,4.7,13.06,1.8,7.79,1227,32.4,N,,13:13,"The surveyor lost power before I (SF) could make a file and save the data, but I was able to charge it on the way to Big Cliff and make a file for that tailrace.",
273,1/25/2024,BCTR,0,4.88,15.08,1.61,7.77,0,32.2,Y,BCTR20240115,13:50,,
274,1/29/2024,BVFB,0,3.08,12.39,1.45,8.12,0,142.3,Y,BVFB20240129,11:06,Surveyor read 0.14 meters at the surface.,
275,1/29/2024,BVTR,0,3.03,13.74,0,8.32,0,138.5,Y,BVTR20240129,12:23,Surveyor read 0.09 meters at the surface.,
278,3/7/2024,DTFB,0,5.21,9.78,0.51,7.07,0.0*,31.4,Y,DTFB20240307,10:38,Sonde read -0.35m.,
279,3/7/2024,DTFB,47.4,4.82,11.09,0.66,7.13,0.0*,33.7,Y,DTFB20240307,11:12,,
280,3/7/2024,DTFB,40.72,4.94,9.6,0.51,7.08,0.0*,33.3,Y,DTFB20240307,11:14,,
281,3/7/2024,DTFB,30.06,4.95,9.56,1.38,7.09,0.0*,32.8,Y,DTFB20240307,11:16,,
282,3/7/2024,DTFB,20.18,4.94,9.62,1.21,6.84,0.0*,32.6,Y,DTFB20240307,11:18,,
283,3/7/2024,DTFB,15.09,5.03,9.58,1.5,6.84,0.0*,32.6,Y,DTFB20240307,11:20,,
284,3/7/2024,DTFB,10.12,5.09,9.59,1.85,6.83,0.0*,32,Y,DTFB20240307,11:22,,
285,3/7/2024,DTFB,5.03,5.1,9.78,1.75,6.81,0.0*,31.8,Y,DTFB20240307,11:23,,
286,3/7/2024,DTFB,70,3.9,10.3,2.8,,,,Y,DTFB20240307TT,,,
287,3/7/2024,DTFB,60,3.93,10.4,2.64,,,,Y,DTFB20240307TT,,,
288,3/7/2024,DTFB,50,4.22,10.25,3.43,,,,Y,DTFB20240307TT,,,
289,3/7/2024,DTTR,0,5.03,9.82,0.47,7,1859.0*,33.1,Y,DTTR20240307,14:06,Sonde read 0.02m.,
290,3/7/2024,BCTR,0,5.05,10.82,0.6,6.9,0.0*,32.5,Y,BCTR20240307,14:43,Sonde read 0.28m.,
291,3/19/2024,BVFB,0,7.27,13.35,4.42,7.14,0.0*,180.5,Y,BVFB20240319,13:44,Sonde read 0.26m.,
292,3/19/2024,BVTR,0,7.4,16.09,5.02,7.51,0.0*,179.4,Y,BVTR20240319,16:49,Sonde read 0.28m.,
293,3/20/2024,DTFB,0,6.57,14.59,2.19,7.63,0.0*,32.4,Y,DTFB20240320,12:27,Sonde read -0.09m.,
294,3/20/2024,DTFB,47.61,4.76,18.88,0.61,7.53,0.0*,34.4,Y,DTFB20240320,13:18,,
295,3/20/2024,DTFB,40.15,4.77,14.35,0.58,7.5,0.0*,34.5,Y,DTFB20240320,13:19,,
296,3/20/2024,DTFB,30.15,4.8,12.88,0.69,7.56,0.0*,33.5,Y,DTFB20240320,13:23,,
297,3/20/2024,DTFB,20,5.29,12.45,1.15,7.5,0.0*,32.7,Y,DTFB20240320,13:24,,
298,3/20/2024,DTFB,15.09,5.41,12.72,1.43,7.5,0.0*,32.8,Y,DTFB20240320,13:26,,
299,3/20/2024,DTFB,10.16,5.52,12.63,1.94,7.5,0.0*,32.5,Y,DTFB20240320,13:28,,
300,3/20/2024,DTFB,5.13,5.72,12.84,3.08,7.52,0.0*,32.5,Y,DTFB20240320,13:30,,
301,3/20/2024,DTFB,85,,,,,,,Y,DTFB20240320TT,,,
302,3/20/2024,DTFB,80,,,,,,,Y,DTFB20240320TT,,,
303,3/20/2024,DTFB,70,,,,,,,Y,DTFB20240320TT,,,
304,3/20/2024,DTFB,60,,,,,,,Y,DTFB20240320TT,,,
305,3/20/2024,DTFB,50,,,,,,,Y,DTFB20240320TT,,,
306,3/20/2024,DTTR,0,5.08,13.24,0.26,7.6,3000.0*,33.9,Y,DTTR20240320,11:10,Sonde read -0.25m.,
307,3/20/2024,BCTR,0,5.63,13.31,0.8,7.36,0.0*,32.2,Y,BCTR20240320,10:48,Sonde read -0.04m.,
308,3/21/2024,CGFB,0,6.56,9.44,1.37,7.59,85.8*,36.6,Y,CGFB20240321,11:07,Sonde read 0.40m.,
309,3/21/2024,CGFB,47.84,4.41,12.89,0.17,7.61,0.0*,39.7,Y,CGFB20240321,12:05,,
310,3/21/2024,CGFB,40.11,4.42,8.83,0.17,7.64,0.0*,39.7,Y,CGFB20240321,12:07,,
311,3/21/2024,CGFB,30.14,4.53,9.2,0.36,7.65,0.0*,39.7,Y,CGFB20240321,12:10,,
312,3/21/2024,CGFB,20.09,5.01,9.58,1.15,7.59,0.0*,39.7,Y,CGFB20240321,12:12,,
313,3/21/2024,CGFB,15,5.23,9.37,1.37,7.63,0.0*,37.9,Y,CGFB20240321,12:14,,
314,3/21/2024,CGFB,10.05,5.63,9.94,0,7.64,0.0*,38,Y,CGFB20240321,12:16,,
315,3/21/2024,CGFB,5.12,6.19,9.84,0,7.67,0.0*,36.7,Y,CGFB20240321,12:19,,
316,3/21/2024,CGFB,65,,,,,,,Y,CGFB20240321TT,,,
317,3/21/2024,CGFB,60,,,,,,,Y,CGFB20240321TT,,,
318,3/21/2024,CGFB,50,,,,,,,Y,CGFB20240321TT,,,
319,3/21/2024,CGTR,0,6.27,13.01,0.71,7.76,0.0*,37.4,Y,CGTR20240321,13:48,Sonde read -0.44m.,
320,3/22/2024,DLFB,0,7.36,8.24,6.84,8.29,0.0*,194.2,Y,DLFB20240322,11:19,Sonde read 0.14m.,
321,3/22/2024,DLTR,0,7.43,8.32,6.99,8.55,0.0*,196.3,Y,DLTR20240322,15:03,Sonde read 0.17m.,
322,5/14/2024,DTFB,0,11.05,10.38,0.5,7.66,0,31.1,Y,DTFB20240514,13:43,,
323,5/14/2024,DTFB,48.13,5.71,12.27,0.29,7.92,0,31.8,Y,DTFB20240514,14:31,,
324,5/14/2024,DTFB,40.33,6.49,11.46,0.58,7.67,0,31.9,Y,DTFB20240514,14:33,,
325,5/14/2024,DTFB,30.27,7.42,12.1,1.13,7.74,0,31.7,Y,DTFB20240514,14:35,,
326,5/14/2024,DTFB,20.26,8.14,11.56,2.39,7.72,0,31.5,Y,DTFB20240514,14:38,,
327,5/14/2024,DTFB,15.01,8.99,11.65,4.22,7.62,0,31.4,Y,DTFB20240514,14:40,,
328,5/14/2024,DTFB,10.07,9.57,11.46,4.28,7.76,0,32.4,Y,DTFB20240514,14:42,,
329,5/14/2024,DTFB,5.18,10.21,11.87,1.76,7.79,0,31.1,Y,DTFB20240514,14:45,,
330,5/14/2024,DTFB,99.92,5.21,11.13,0.30,7.85,0.0,33.0,Y,DTFB20240514TT,,,
331,5/14/2024,DTFB,89.85,5.27,10.97,0.27,7.90,0.0,34.0,Y,DTFB20240514TT,,,
332,5/14/2024,DTFB,79.92,5.32,11.47,0.34,7.97,0.0,34.0,Y,DTFB20240514TT,,,
333,5/14/2024,DTFB,70.06,5.36,10.94,0.35,7.96,0.0,34.0,Y,DTFB20240514TT,,,
334,5/14/2024,DTFB,60.11,5.42,11.17,0.31,7.92,0.0,33.0,Y,DTFB20240514TT,,,
335,5/14/2024,DTFB,50.27,5.60,10.66,0.33,8.02,0.0,33.0,Y,DTFB20240514TT,,,
336,5/14/2024,DTTR,0,6.45,11.48,0.3,7.4,0,32.2,Y,DTTR20240514,12:17,,
337,5/14/2024,BCTR,0,9.3,17.65,0.89,7.61,3000,31.2,Y,BCTR20240514,11:50,,
338,5/15/2024,CGFB,0,13.8,16.07,0.07,8.22,0,29.3,Y,CGFB20240515,11:48,,
339,5/15/2024,CGFB,46.17,5.08,19.22,0.51,8.32,0,38.5,Y,CGFB20240515,12:34,,
340,5/15/2024,CGFB,40.18,5.4,17.03,0.48,7.59,0,36.5,Y,CGFB20240515,12:37,,
341,5/15/2024,CGFB,30.17,6.11,17.63,0.6,8.36,0,32.5,Y,CGFB20240515,12:38,,
342,5/15/2024,CGFB,20.12,6.67,18.02,1.16,8.41,0,29.5,Y,CGFB20240515,12:40,,
343,5/15/2024,CGFB,15.16,7.23,17.83,1.81,8.42,0,29.2,Y,CGFB20240515,12:41,,
344,5/15/2024,CGFB,10.15,8.28,17.53,2.49,8.19,0,29.4,Y,CGFB20240515,12:42,,
345,5/15/2024,CGFB,5.12,9.53,17.22,1.43,8.14,0,29.1,Y,CGFB20240515,12:44,,
346,5/15/2024,CGFB,80.18,4.57,15.66,0.19,8.57,0.0,39.0,Y,CGFB20240515TT,,,
347,5/15/2024,CGFB,70.26,4.68,15.51,0.28,8.56,0.0,39.0,Y,CGFB20240515TT,,,
348,5/15/2024,CGFB,60.25,4.75,15.16,0.31,8.51,3000.0,38.0,Y,CGFB20240515TT,,,
349,5/15/2024,CGFB,50.22,4.92,15.87,0.42,8.57,3000.0,38.0,Y,CGFB20240515TT,,,
350,5/15/2024,CGTR,0,11.11,17.22,0.39,8.67,0,30.5,Y,CGTR20240515,14:50,,
351,5/16/2024,DLFB,0,13.93,14.56,2.97,9.09,0,158.3,Y,DLFB20240516,12:08,,
352,5/17/2024,BVFB,0,14.03,13.65,5.11,9.42,0,155.5,Y,BVFB20240517,10:07,,
353,5/17/2024,BVTR.EXTRA,0,14.23,14.71,5.7,9.48,3000,154,Y,BVTR20240517,12:32,"We collected water at this site and recorded sonde data, but the current was too fast for the FREDI so we had to move and redeploy somewhere else. This data should be seen as extra.",
354,5/17/2024,BVTR,0,14.41,10.27,5.05,9.61,0,154.1,Y,BVTR20240517,12:54,,
355,5/21/2024,DLFB,0,14.37,9.27,3.7,5.64,0,49,Y,DLFB20240521,12:15,,
356,5/21/2024,DLTR,0,14.46,9.84,3.52,6.45,0,149.2,Y,DLTR20240521,10:39,,
357,7/8/2024,BVFB,0,20.12,9.77,5.21,7.37,3000,125.7,Y,BVFB20240708,9:52,,
358,7/8/2024,BVTR,0,20.23,13.37,5.22,7.44,3000,126.3,Y,BVTR20240708,12:02,,
359,7/9/2024,DLFB,0,20.02,9.38,2.81,7.56,3000,124.2,Y,DLFB20240709,9:57,,
360,7/9/2024,DLTR,0,20.16,10.81,2.75,7.64,0,126.7,Y,DLTR20240709,12:36,,
361,7/15/2024,DTFB,0,21.92,9.68,1.82,8.99,3000,40.4,Y,DTFB20240715,12:21,,
362,7/15/2024,DTFB,48.59,6.77,10.72,0.43,6.89,0,33.6,Y,DTFB20240715,13:44,,
363,7/15/2024,DTFB,40.13,7.15,9.92,0.54,6.77,0,33.1,Y,DTFB20240715,13:46,,
364,7/15/2024,DTFB,30.19,8.85,9.28,0.81,6.64,0,32.6,Y,DTFB20240715,13:48,,
365,7/15/2024,DTFB,20.06,11,8.47,0.92,6.31,0,32.9,Y,DTFB20240715,13:51,,
366,7/15/2024,DTFB,15.16,13.01,7.8,1.8,6.18,0,33.9,Y,DTFB20240715,13:53,,
367,7/15/2024,DTFB,10.13,14.89,7.49,1.61,6.12,0,34.1,Y,DTFB20240715,13:55,,
368,7/15/2024,DTFB,5.14,20.88,10.23,3.48,8.48,0,38.8,Y,DTFB20240715,13:57,,
369,7/15/2024,DTFB,100.77,6.20,8.96,0.42,7.09,572.0,34.0,Y,DTFB20240715TT,,,
370,7/15/2024,DTFB,90.9,6.18,9.02,0.36,6.96,0.0,34.0,Y,DTFB20240715TT,,,
371,7/15/2024,DTFB,80.86,6.26,9.29,0.30,6.92,0.0,34.0,Y,DTFB20240715TT,,,
372,7/15/2024,DTFB,70.96,6.39,9.28,0.40,6.89,0.0,34.0,Y,DTFB20240715TT,,,
373,7/15/2024,DTFB,61.01,6.45,9.29,0.46,6.87,0.0,34.0,Y,DTFB20240715TT,,,
374,7/15/2024,DTFB,51.01,6.68,9.24,0.37,6.83,0.0,33.0,,DTFB20240715TT,,,
375,7/15/2024,DTTR,0,7.56,10.66,0.32,6.45,0,32.9,Y,DTTR20240715,16:33,,
376,7/15/2024,BCTR,0,13.3,10.38,1.45,7.09,0,33.1,Y,BCTR20240715,17:07,,
377,7/16/2024,CGFB,0,23.16,7.17,0.1,7.27,0,38.8,Y,CGFB20240716,12:27,,
378,7/16/2024,CGFB,48.54,5.61,9.34,0.38,7.59,0,35.1,Y,CGFB20240716,12:31,,
379,7/16/2024,CGFB,40.08,5.8,9.26,0.32,7.5,0,33,Y,CGFB20240716,12:34,,
380,7/16/2024,CGFB,30.14,6.63,9.31,0.53,7.49,0,30.6,Y,CGFB20240716,12:37,,
381,7/16/2024,CGFB,20.1,8.48,9.29,3.45,7.11,0,29.8,Y,CGFB20240716,12:39,,
382,7/16/2024,CGFB,15.11,9.56,9.16,1.95,7.18,0,30.8,Y,CGFB20240716,12:46,,
383,7/16/2024,CGFB,10.09,11.29,9.54,1.67,7.49,0,33.1,Y,CGFB20240716,12:50,,
,07/16/2024,CGFB,85.66,5.14,7.94,0.19,7.84,0.0,39.0,Y,,,,
,07/16/2024,CGFB,80.68,4.94,8.32,0.17,7.83,0.0,39.0,Y,,,,
,07/16/2024,CGFB,70.79,5.04,8.49,0.18,7.83,0.0,38.0,Y,,,,
,07/16/2024,CGFB,60.84,5.19,8.49,0.30,7.86,0.0,37.0,Y,,,,
,07/16/2024,CGFB,50.87,5.38,9.09,0.20,7.90,0.0,36.0,Y,,,,
384,7/16/2024,CGFB,5.08,16.08,8.79,0.36,7.89,0,41.6,Y,CGFB20240716,12:53,,
385,7/16/2024,CGTR,0,16.22,8.28,0.44,7.36,0,36.7,Y,CGTR20240716,10:05,,
386,9/16/2024,DTFB,0,18.39,6.04,3.27,6.85,0,39.7,Y,DTFB20240916,16:20,,
387,9/16/2024,DTFB,48.21,7.97,7.9,0.31,6.68,0,33.3,Y,DTFB20240916,16:00,,
388,9/16/2024,DTFB,40.01,9.61,6.35,0.62,6.73,0,33.7,Y,DTFB20240916,16:05,,
389,9/16/2024,DTFB,30.02,11.82,5.09,0.77,6.58,0,33.4,Y,DTFB20240916,16:08,,
390,9/16/2024,DTFB,20.01,14.85,3.57,1.62,6.32,0,38.2,Y,DTFB20240916,16:11,,
391,9/16/2024,DTFB,15.04,16.6,3.52,2.94,6.38,0,40.4,Y,DTFB20240916,16:13,,
392,9/16/2024,DTFB,10.03,18.33,5.63,4.68,6.77,0,39,Y,DTFB20240916,16:15,,
393,9/16/2024,DTFB,5.06,18.4,6.13,4.28,6.86,0,39.5,Y,DTFB20240916,16:18,,
394,9/16/2024,DTFB,90,6.63,5.01,0.49,6.82,0.0,35.0,Y,DTFB20240916TT,,,
395,9/16/2024,DTFB,80,6.66,5.88,0.46,6.87,0.0,34.0,Y,DTFB20240916TT,,,
396,9/16/2024,DTFB,70,6.82,5.89,0.39,6.88,0.0,35.0,Y,DTFB20240916TT,,,
397,9/16/2024,DTFB,60,7.01,5.56,0.39,6.89,0.0,35.0,Y,DTFB20240916TT,,,
398,9/16/2024,DTFB,50,7.69,5.85,0.40,6.90,0.0,35.0,Y,DTFB20240916TT,,,
401,9/16/2024,DTTR,0,9.66,7.97,0.48,6.52,0,34.1,Y,DTTR20240916,14:20,,
402,9/16/2024,BCTR,0,9.56,7.63,2.39,6.61,0,34.1,Y,BCTR20240916,13:54,,
403,9/17/2024,CGFB,0,17.05,8.12,0.58,7.53,0,47.7,Y,CGFB20240917,13:29,,
404,9/17/2024,CGFB,5.01,13.88,8.82,1.43,7.37,0,46.4,Y,CGFB20240917,13:26,,
405,9/17/2024,CGFB,10.07,11.29,8.85,2.37,7.27,0,37.8,Y,CGFB20240917,13:20,,
406,9/17/2024,CGFB,15.04,9.23,9.22,2.08,7.24,0,31.3,Y,CGFB20240917,13:16,,
407,9/17/2024,CGFB,20.13,7.23,8.9,2.87,7.22,0,32.8,Y,CGFB20240917,13:11,,
408,9/17/2024,CGFB,29.97,5.87,10.38,0.42,7.32,0,33.8,Y,CGFB20240917,13:07,,
409,9/17/2024,CGFB,40.05,5.55,9.14,0.45,7.29,0,35.7,Y,CGFB20240917,13:03,,
410,9/17/2024,CGFB,48.31,5.46,10,0.13,7.28,0,36.1,Y,CGFB20240917,13:00,,
411,9/17/2024,CGFB,75,5.21,7.53,0.39,7.36,0.0,40.0,Y,CGFB20240917TT,,,
412,9/17/2024,CGFB,70,5.20,7.81,0.36,7.38,0.0,39.0,Y,CGFB20240917TT,,,
413,9/17/2024,CGFB,60,5.25,8.03,0.34,7.40,0.0,38.0,Y,CGFB20240917TT,,,
414,9/17/2024,CGFB,50,5.36,8.56,0.40,7.46,0.0,37.0,Y,CGFB20240917TT,,,
415,9/17/2024,CGTR,0,8.73,9.5,1.24,7.32,0,33.8,Y,CGTR20240917,10:27,,
416,9/18/2024,BVFB,0,19.05,7.8,5.64,8.01,0,137.9,Y,BVFB20240918,9:30,,
417,9/18/2024,BVTR,0,19.08,8.29,2.41,8.14,0,138.1,Y,BVTR20240918,12:20,,
418,9/22/2024,DLFB,0,19.5,7.72,2.81,8.15,0,141.4,Y,DLFB20240922,11:34,,
419,9/22/2024,DLTR,0,19.48,7.45,2.94,7.9,0,142.8,Y,DLTR20240922,13:07,,
420,11/11/2024,BVFB,0,12.2,9,0.97,7.85,0,161.5,Y,BVFB20241111,10:14,,
421,11/11/2024,BVTR,0,12.2,8.51,1.01,7.95,0,161.9,Y,BVTR20241111,11:43,,
422,11/12/2024,DLFB,0,12.26,10.09,0.54,7.97,0,166.8,Y,DLFB20241112,10:27,,
423,11/12/2024,DLTR,0,12.13,11.66,1.16,8.05,0,166,Y,DLTR20241112,12:08,,
424,11/13/2024,DTFB,0,12.27,9.33,3.86,7.51,0,43.5,Y,DTFB20241113,13:15,,
425,11/13/2024,DTFB,5.05,12.28,8.79,5.19,7.48,0,41.6,Y,DTFB20241113,13:13,,
426,11/13/2024,DTFB,10.04,12.28,8.58,4.54,7.47,0,43.3,Y,DTFB20241113,13:10,,
427,11/13/2024,DTFB,15.04,12.29,8.5,3.42,7.52,0,43.8,Y,DTFB20241113,13:05,,
428,11/13/2024,DTFB,20.08,12.27,8.84,4.97,7.6,0,43.4,Y,DTFB20241113,13:03,,
429,11/13/2024,DTFB,30.06,12.05,8.5,1.75,7.65,0,43.9,Y,DTFB20241113,12:59,,
430,11/13/2024,DTFB,40.09,11.46,8.43,1.09,7.78,0,43.9,Y,DTFB20241113,12:56,,
431,11/13/2024,DTFB,49.25,10.96,9.37,1.91,7.75,0,43.3,Y,DTFB20241113,12:50,,
432,11/13/2024,DTFB,40,,,,,,,Y,DTFB20241113TT,,,
433,11/13/2024,DTFB,50,,,,,,,Y,DTFB20241113TT,,,
434,11/13/2024,DTFB,60,,,,,,,Y,DTFB20241113TT,,,
435,11/13/2024,DTFB,70,,,,,,,Y,DTFB20241113TT,,,
436,11/13/2024,DTFB,75,,,,,,,Y,DTFB20241113TT,,,
437,11/13/2024,DTTR,0,11.32,15.27,1.44,7.51,0,43.6,Y,DTTR20241113,10:48,,
438,11/13/2024,BCTR,0,11.27,12.56,1.35,7.66,0,42.5,Y,BCTR20241113,10:24,,
439,11/14/2024,CGFB,0,7.59,9.25,0.51,8.39,0,45.7,Y,CGFB20241114,12:15,,
440,11/14/2024,CGFB,5.05,7.45,8.47,0.83,8.34,0,46.3,Y,CGFB20241114,12:04,,
441,11/14/2024,CGFB,10.02,7.43,8.27,0.86,8.35,0,45.5,Y,CGFB20241114,12:01,,
442,11/14/2024,CGFB,15.04,6.09,6.89,0.33,8.15,0,39.6,Y,CGFB20241114,12:00,,
443,11/14/2024,CGFB,20.03,5.64,7.93,0.14,8.36,0,37.1,Y,CGFB20241114,11:56,,
444,11/14/2024,CGFB,30.04,5.45,7.6,0.09,8.38,0,39,Y,CGFB20241114,11:54,,
445,11/14/2024,CGFB,40.06,5.33,7.04,0.07,8.31,0,40.6,Y,CGFB20241114,11:52,,
446,11/14/2024,CGFB,49.87,5.28,6.44,0.11,8.19,0,42.8,Y,CGFB20241114,11:49,,
447,11/14/2024,CGFB,40,,,,,,,Y,CGFB20241114TT,,,
448,11/14/2024,CGFB,50,,,,,,,Y,CGFB20241114TT,,,
449,11/14/2024,CGFB,55,,,,,,,Y,CGFB20241114TT,,,
450,11/14/2024,CGTR,0,7.77,11.25,0.58,8.45,0,44.6,Y,CGTR20241114,10:22,,
