project_flux_id,datetime_start,datetime_end,total_CH4_flux_first_last_mgC_m2_d,total_CH4_flux_robust_5pt_mgC_m2_d,total_CH4_flux_lm_raw_mgC_m2_d,total_CH4_flux_huber_mgC_m2_d,total_CH4_flux_used_for_partition_mgC_m2_d,total_CH4_flux_method_used_for_partition,diffusive_flux_mgC_m2_d,diffusive_flux_median_raw,diffusive_flux_was_capped_to_total,r2_best_window,n_top_windows_used,top_k_requested,ebullitive_lm_raw_mgC_m2_d,deployment_duration_sec,jump_iqr_k,jump_threshold_pos_ppm_min,jump_threshold_neg_ppm_min,n_candidate_diffusive_windows,site,reservoir,FB_TR,datetime_start.y,datetime_end.y,r2_lm_total,adj_r2_lm_total,pseudo_r2_huber_total,slope_lm_total,slope_se_lm_total,slope_p_lm_total,slope_sig_lm_total
64,2023-03-08 10:28:00,2023-03-08 11:58:00,-0.117206821,-0.491014302,-0.512490063,-0.467044632,-0.512490063,lm,1.608833573,1.608833573,FALSE,0.918464556,5,5,0,5400,1.5,0.174589811,-0.183734949,118,CGFB,CG,FB,3/8/2023 10:28,3/8/2023 11:58,0.258852182,0.250524679,0.253866372,-6.24E-05,1.11844981856478e-05,2.6152780910521e-07,TRUE
66,2023-03-10 09:36:00,2023-03-10 10:06:00,-9.83004578,-14.18022707,-13.99603552,-14.02554467,-13.99603552,lm,-10.08871587,-10.08871587,FALSE,0.896282209,5,5,0,1800,1.5,0.291346564,-0.486198072,21,BVFB,BV,FB,3/10/2023 9:36,3/10/2023 10:06,0.833594131,0.827855997,0.833589108,-0.001654047,0.000137232,8.1416012453295e-13,TRUE
102,2023-05-08 14:45:00,2023-05-08 15:12:00,1.851484225,-0.82469116,-1.14300787,-2.180688025,-1.14300787,lm,-5.538188057,-5.538188057,FALSE,0.956919171,5,5,0,1620,1.5,0.168405507,-0.178548662,15,BVTR,BV,TR,5/8/2023 14:45,5/8/2023 15:12,0.091069863,0.056111012,-0.012864446,-0.000143218,8.87335616144308e-05,0.118595884,FALSE
115,2023-05-11 12:04:00,2023-05-11 14:55:00,0.168723353,-0.096559921,0.283810051,0.452535597,0.283810051,lm,0.283810051,3.363070027,TRUE,0.979070857,5,5,0,10260,1.5,0.08244023,-0.078537821,169,CGFB,CG,FB,5/11/2023 12:04,5/11/2023 14:55,0.151811198,0.146821852,0.077936703,3.70400182536887e-05,6.71492388869431e-06,1.27106422810141e-07,TRUE
119,2023-05-12 10:01:00,2023-05-12 13:02:00,-0.925852001,-1.074259752,-0.446307548,-0.184838799,-0.446307548,lm,-6.373002216,-6.373002216,FALSE,0.996479104,5,5,0,10860,1.5,0.135643396,-0.144386896,274,DTFB,DT,FB,5/12/2023 10:01,5/12/2023 13:02,0.115850499,0.110938558,0.061378477,-5.73E-05,1.18081122870511e-05,2.58487317201287e-06,TRUE
152,2023-08-07 10:59:00,2023-08-07 11:25:00,2.836033522,-1.830753339,-0.027389628,-1.22512678,-0.027389628,lm,NA,NA,FALSE,NA,0,5,0,1560,1.5,0.112314885,-0.129603367,0,BVFB,BV,FB,8/7/2023 10:59,8/7/2023 11:25,2.98490811904643e-05,-0.083300997,-0.07954238,-3.49E-06,0.000184357,0.985211057,FALSE
279,2023-08-07 19:00:00,2023-08-07 19:48:00,4.008032735,3.161218205,3.489678254,3.289982564,3.489678254,lm,3.489678254,3.848885175,TRUE,0.988520233,5,5,0,2880,1.5,0.094511281,-0.052841504,15,BVFB,BV,FB,8/7/2023 19:00,8/7/2023 19:48,0.870697025,0.865075157,0.861561793,0.000452295,3.63436853844907e-05,1.0650640058829e-11,TRUE
280,2023-08-07 20:22:00,2023-08-07 21:14:00,6.290761466,6.21695142,6.163456773,6.177711068,6.163456773,lm,6.102012635,6.102012635,FALSE,0.993906387,5,5,0.061444137,3120,1.5,0.107642772,-0.0119894,23,BVFB,BV,FB,8/7/2023 20:22,8/7/2023 21:14,0.997719482,0.997628261,0.997714013,0.000763203,7.29764065269369e-06,1.49453626516204e-34,TRUE
281,2023-08-07 23:14:00,2023-08-08 00:06:00,5.615703009,5.2935203,5.538093379,5.496464509,5.538093379,lm,NA,NA,FALSE,NA,0,5,NA,3120,1.5,0.090858096,0.000157714,0,BVFB,BV,FB,8/7/2023 23:14,8/8/2023 0:06,0.992500139,0.992187645,0.992434891,0.000681889,1.20995629187387e-05,5.12222759464045e-27,TRUE
282,2023-08-08 00:38:00,2023-08-08 01:32:00,7.735563016,8.122235026,7.987908655,8.004677733,7.987908655,lm,NA,NA,FALSE,NA,0,5,NA,3240,1.5,0.095328741,0.027141569,0,BVFB,BV,FB,8/8/2023 0:38,8/8/2023 1:32,0.997140351,0.997030364,0.997132442,0.00098053,1.02979894660239e-05,1.3271556612274e-34,TRUE
283,2023-08-08 02:06:00,2023-08-08 02:58:00,8.345893459,8.061459832,8.329192812,8.381558603,8.329192812,lm,NA,NA,FALSE,NA,0,5,NA,3120,1.5,0.099876544,0.024797995,0,BVFB,BV,FB,8/8/2023 2:06,8/8/2023 2:58,0.994117197,0.993881885,0.994066083,0.001022454,1.57306697421112e-05,2.087459673534e-29,TRUE
284,2023-08-08 03:30:00,2023-08-08 04:24:00,8.644618245,8.926583791,8.547244967,8.485727819,8.547244967,lm,NA,NA,FALSE,NA,0,5,NA,3240,1.5,0.112653894,0.010679019,0,BVFB,BV,FB,8/8/2023 3:30,8/8/2023 4:24,0.996664757,0.996531347,0.996568837,0.001047594,1.21202718283934e-05,1.73138553358697e-32,TRUE
285,2023-08-08 04:56:00,2023-08-08 05:40:00,8.95365126,9.368082752,9.25716541,9.238046818,9.25716541,lm,9.25716541,9.420913073,TRUE,0.997378272,5,5,0,2640,1.5,0.122919389,0.005869945,11,BVFB,BV,FB,8/8/2023 4:56,8/8/2023 5:40,0.997909843,0.997799835,0.997902575,0.001132498,1.18906167651482e-05,6.29450874030917e-27,TRUE
286,2023-08-08 06:22:00,2023-08-08 07:16:00,6.468967852,6.681402754,6.77636788,6.850488447,6.77636788,lm,NA,NA,FALSE,NA,0,5,NA,3240,1.5,0.084371521,0.009262113,0,BVFB,BV,FB,8/8/2023 6:22,8/8/2023 7:16,0.989601247,0.989201295,0.989437325,0.000831271,1.67115387481739e-05,2.58905797656823e-27,TRUE
287,2023-08-08 07:48:00,2023-08-08 08:42:00,3.643184905,3.477233301,3.51016785,3.421339743,3.51016785,lm,1.83072921,1.83072921,FALSE,0.923590936,5,5,1.67943864,3240,1.5,0.094979353,-0.043851907,25,BVFB,BV,FB,8/8/2023 7:48,8/8/2023 8:42,0.930895008,0.928237124,0.930029766,0.000436232,2.33096459562009e-05,1.31312515385564e-16,TRUE
289,2023-08-08 11:08:00,2023-08-08 11:34:00,3.036534217,3.487355809,3.205683815,3.205683815,3.205683815,lm,NA,NA,FALSE,NA,0,5,NA,1560,1.5,0.054720009,-0.006494084,0,BVFB,BV,FB,8/8/2023 11:08,8/8/2023 11:34,0.976491601,0.974532568,0.976491601,0.000410615,1.83916752096616e-05,3.84655526770469e-11,TRUE
290,2023-08-08 12:30:00,2023-08-08 13:00:00,1.556078872,1.744384924,1.733191482,1.835682512,1.733191482,lm,1.733191482,2.343945014,TRUE,0.997639637,1,5,0,1800,1.5,0.036459869,-0.010707039,1,BVFB,BV,FB,8/8/2023 12:30,8/8/2023 13:00,0.910324958,0.903919598,0.905852575,0.000223586,1.87550637376448e-05,1.01763310348121e-08,TRUE
292,2023-08-08 16:59:00,2023-08-08 17:39:00,3.637872154,3.920922922,3.700537299,3.667466513,3.700537299,lm,3.700537299,3.770728258,TRUE,0.96890291,5,5,0,2400,1.5,0.102695605,-0.048627827,11,BVFB,BV,FB,8/8/2023 16:59,8/8/2023 17:39,0.966574835,0.964815616,0.966478043,0.000485485,2.07118310553214e-05,1.74670682323049e-15,TRUE
293,2023-08-08 18:13:00,2023-08-08 19:05:00,3.752891863,3.886029487,4.029324105,4.128501921,4.029324105,lm,4.029324105,5.820455512,TRUE,0.994471344,5,5,0,3120,1.5,0.119519272,-0.056526617,23,BVFB,BV,FB,8/8/2023 18:13,8/8/2023 19:05,0.878683977,0.873831336,0.877953339,0.000527949,3.92342261894486e-05,5.93599707599602e-13,TRUE
295,2023-08-08 21:02:00,2023-08-08 21:57:00,11.97903794,11.77442792,11.75525013,11.82359999,11.75525013,lm,11.75525013,11.8988937,TRUE,0.996659592,5,5,0,3300,1.5,0.160842615,0.012032726,25,BVFB,BV,FB,8/8/2023 21:02,8/8/2023 21:57,0.997848408,0.997765655,0.9977966,0.001453677,1.32381966541893e-05,3.28541976568885e-36,TRUE
296,2023-08-08 22:28:00,2023-08-08 23:23:00,11.53239958,10.80843622,10.96446517,10.9104753,10.96446517,lm,9.849482237,9.849482237,FALSE,0.999622278,5,5,1.114982937,3300,1.5,0.158371096,0.011703839,25,BVFB,BV,FB,8/8/2023 22:28,8/8/2023 23:23,0.997057932,0.996944775,0.997031146,0.001354078,1.44252464973484e-05,1.92025165486465e-34,TRUE
297,2023-08-08 23:54:00,2023-08-09 00:49:00,15.20877551,15.07554156,15.13473693,15.11628708,15.13473693,lm,15.06063789,15.06063789,FALSE,0.997623808,5,5,0.074099039,3300,1.5,0.22814732,-0.001210122,25,BVFB,BV,FB,8/8/2023 23:54,8/9/2023 0:49,0.99678971,0.996666237,0.996786295,0.001868281,2.07934238661885e-05,5.9703910437039e-34,TRUE
298,2023-08-09 01:20:00,2023-08-09 02:09:00,17.6784339,17.41138802,17.76448904,17.79292133,17.76448904,lm,17.76448904,18.15282169,TRUE,0.998786614,5,5,0,2940,1.5,0.231082287,0.023893363,17,BVFB,BV,FB,8/9/2023 1:20,8/9/2023 2:09,0.997193636,0.997066074,0.99718986,0.0021878,2.47444953178906e-05,1.43198476836895e-29,TRUE
299,2023-08-09 02:48:00,2023-08-09 03:43:00,17.48447194,17.27371316,17.32636315,17.35398504,17.32636315,lm,17.32636315,17.47926232,TRUE,0.998744656,5,5,0,3300,1.5,0.242528394,0.005960382,25,BVFB,BV,FB,8/9/2023 2:48,8/9/2023 3:43,0.99919916,0.999168358,0.999196086,0.002132524,1.18400700779102e-05,8.64046208717935e-42,TRUE
300,2023-08-09 04:14:00,2023-08-09 05:09:00,16.813915,16.55161328,16.6283265,16.66009937,16.6283265,lm,16.6283265,17.70143087,TRUE,0.998108504,5,5,0,3300,1.5,0.264829334,-0.0223713,25,BVFB,BV,FB,8/9/2023 4:14,8/9/2023 5:09,0.993273448,0.993014735,0.993267225,0.002041802,3.2952534418639e-05,8.97308121541449e-30,TRUE
301,2023-08-09 05:40:00,2023-08-09 06:35:00,15.11470156,15.13225488,15.32497516,15.37066544,15.32497516,lm,14.56114549,14.56114549,FALSE,0.997396884,5,5,0.763829675,3300,1.5,0.238011362,-0.017802785,25,BVFB,BV,FB,8/9/2023 5:40,8/9/2023 6:35,0.991964639,0.991655587,0.991952566,0.001881909,3.3217465615407e-05,9.05680574728234e-29,TRUE
302,2023-08-09 07:06:00,2023-08-09 08:01:00,14.13626371,14.27425098,14.25189305,14.25189305,14.25189305,lm,9.917261226,9.917261226,FALSE,0.989350957,5,5,4.33463182,3300,1.5,0.24162641,-0.052120642,25,BVFB,BV,FB,8/9/2023 7:06,8/9/2023 8:01,0.978836719,0.978022747,0.978836719,0.00175767,5.06858900910102e-05,2.67403819671205e-23,TRUE
303,2023-08-09 08:32:00,2023-08-09 09:27:00,7.590616692,6.901223353,6.79445223,6.5985492,6.79445223,lm,6.742410018,6.742410018,FALSE,0.988980743,5,5,0.052042212,3300,1.5,0.145150912,-0.043226381,23,BVFB,BV,FB,8/9/2023 8:32,8/9/2023 9:27,0.98424782,0.983617733,0.983254854,0.000857893,2.17060702223788e-05,4.6620526536883e-24,TRUE
187,2023-10-10 09:47:00,2023-10-10 10:57:00,22.08814091,21.58364145,19.58162782,18.79938064,19.58162782,lm,19.58162782,24.57728236,TRUE,0.991141646,5,5,0,4200,1.5,0.616095794,-0.369657476,101,BVFB,BV,FB,10/10/2023 9:47,10/10/2023 10:57,0.953436682,0.952761851,0.951334617,0.0022276,5.92636800268698e-05,1.09273089649297e-47,TRUE
251,2024-03-07 10:13:00,2024-03-07 12:26:00,-12.65731806,-14.63851504,-16.02404288,-16.05566715,-16.02404288,lm,-1.496977415,-1.496977415,FALSE,0.959979618,5,5,0,7980,1.5,0.234467345,-0.399247807,134,DTFB,DT,FB,3/7/2024 10:13,3/7/2024 12:26,0.808407389,0.80695593,0.808403154,-0.001936042,8.20355423824713e-05,3.3361723861147e-49,TRUE
259,2024-03-19 17:17:00,2024-03-19 18:14:00,4.056931842,1.143101679,-0.279919997,-1.089815895,-0.279919997,lm,-3.954332358,-3.954332358,FALSE,0.758752398,5,5,0,3420,1.5,0.367276214,-0.342348161,47,BVTR,BV,TR,3/19/2024 17:17,3/19/2024 18:14,0.012419644,-0.005215719,-0.108000966,-3.43E-05,4.08977141414957e-05,0.404928679,FALSE
263,2024-03-20 12:33:00,2024-03-20 13:33:00,0.449284698,-0.738114389,-1.235882801,-1.370228994,-1.235882801,lm,-3.989948726,-3.989948726,FALSE,0.964382855,5,5,0,3600,1.5,0.157190546,-0.163762199,81,DTFB,DT,FB,3/20/2024 12:33,3/20/2024 13:33,0.505912777,0.497538417,0.497712773,-0.000155614,2.00210325537551e-05,1.32782127390943e-10,TRUE
267,2024-03-21 11:45:00,2024-03-21 12:33:00,-0.241960109,1.034661586,1.183403373,1.415656959,1.183403373,lm,1.183403373,6.545597793,TRUE,0.946987905,5,5,0,2880,1.5,0.274821917,-0.285694473,23,CGFB,CG,FB,3/21/2024 11:45,3/21/2024 12:33,0.199108045,0.18206779,0.190983076,0.000144167,4.21753925123874e-05,0.001310976,TRUE
271,2024-03-22 11:06:00,2024-03-22 12:25:00,-21.43974006,-26.78335636,-32.05327892,-33.39667587,-32.05327892,lm,-42.69453376,-42.69453376,FALSE,0.994118473,5,5,0,4740,1.5,0.572321793,-0.909754079,96,DLFB,DL,FB,3/22/2024 11:06,3/22/2024 12:25,0.97514425,0.974825586,0.973363188,-0.0038794,7.01287746136122e-05,2.40700174256054e-64,TRUE
275,2024-03-22 14:57:00,2024-03-22 15:57:00,-0.315779466,-2.269362205,-4.452192722,-4.741552347,-4.452192722,lm,4.836889422,4.836889422,FALSE,0.960811786,5,5,0,3600,1.5,0.222264866,-0.272319709,71,DLTR,DL,TR,3/22/2024 14:57,3/22/2024 15:57,0.663992595,0.658297554,0.661182673,-0.000550598,5.09919507249271e-05,1.34075616333664e-15,TRUE
358,2024-05-14 13:34:00,2024-05-14 15:33:00,0.842031409,0.463368867,-0.107559267,-0.132470708,-0.107559267,lm,1.254182201,1.254182201,FALSE,0.863531769,5,5,0,7140,1.5,0.089239034,-0.085136783,176,DTFB,DT,FB,5/14/2024 13:34,5/14/2024 15:33,0.036881056,0.028719031,0.034520429,-1.37E-05,6.46061275809768e-06,0.035612668,TRUE
362,2024-05-15 11:42:00,2024-05-15 13:43:00,0.21364739,-1.063136027,-2.013388216,-1.972908967,-2.013388216,lm,-6.691155895,-6.691155895,FALSE,0.994451535,5,5,0,7260,1.5,0.119855407,-0.15025164,195,CGFB,CG,FB,5/15/2024 11:42,5/15/2024 13:43,0.595878645,0.592510967,0.595435219,-0.000262319,1.97203927414228e-05,2.3024575532624e-25,TRUE
370,2024-05-16 12:43:00,2024-05-16 13:23:00,8.53041913,3.134764871,-1.600274993,-5.077260497,-1.600274993,lm,-1.070510731,-1.070510731,FALSE,0.530306407,5,5,0,2400,1.5,0.350973775,-0.354520028,23,DLFB,DL,FB,5/16/2024 12:43,5/16/2024 13:23,0.021280952,-0.003814408,-0.111595946,-0.000202017,0.000219375,0.362779238,FALSE
390,2024-05-21 10:31:00,2024-05-21 11:12:00,8.375734003,5.877766946,5.537686182,4.690219771,5.537686182,lm,4.243005456,4.243005456,FALSE,0.952384118,5,5,1.294680725,2460,1.5,0.290680284,-0.174587462,43,DLTR,DL,TR,5/21/2024 10:31,5/21/2024 11:12,0.839095236,0.835072617,0.812039208,0.000670375,4.64158860248624e-05,1.84376913475781e-17,TRUE
386,2024-05-21 12:03:00,2024-05-21 12:47:00,4.159755364,0.911270151,0.248938117,-1.001223731,0.248938117,lm,0.248938117,0.261873215,TRUE,0.013053409,3,5,0,2640,1.5,0.291298983,-0.261377405,3,DLFB,DL,FB,5/21/2024 12:03,5/21/2024 12:47,0.005589074,-0.017536761,-0.185747205,3.01382883203808e-05,6.13052064946002e-05,0.625494887,FALSE
468,2024-11-12 09:40:00,2024-11-12 10:40:00,9.426523938,7.782410305,3.489617507,2.201034563,3.489617507,lm,3.489617507,43.58626688,TRUE,0.986758541,5,5,0,3600,1.5,0.933154118,-0.71813533,19,DLFB,DL,FB,11/12/2024 9:40,11/12/2024 10:40,0.061815334,0.045913899,0.053258308,0.000423412,0.00021475,0.053344244,FALSE
473,2024-11-12 12:20:00,2024-11-12 13:24:00,8.063731403,6.758264767,3.171167283,1.627165415,3.171167283,lm,3.171167283,3.3868473,TRUE,0.771492298,5,5,0,3840,1.5,0.36132182,-0.258368982,39,DLTR,DL,TR,11/12/2024 12:20,11/12/2024 13:24,0.372311329,0.362348017,0.257146668,0.00038415,6.28419083491334e-05,6.81405741734345e-08,TRUE
478,2024-11-13 11:48:00,2024-11-13 13:18:00,4.776144503,3.561993409,1.439138877,0.946250203,1.439138877,lm,1.439138877,5.216176601,TRUE,0.937299858,5,5,0,5400,1.5,0.30576951,-0.294350939,63,DTFB,DT,FB,11/13/2024 11:48,11/13/2024 13:18,0.071674389,0.061243764,0.060221447,0.000172764,6.5906363388892e-05,0.010299642,TRUE
483,2024-11-14 11:26:00,2024-11-14 12:45:00,4.97850763,4.185285587,1.385161246,0.639640272,1.385161246,lm,1.385161246,5.870153856,TRUE,0.945384037,5,5,0,4740,1.5,0.202417379,-0.161833475,64,CGFB,CG,FB,11/14/2024 11:26,11/14/2024 12:45,0.153115396,0.142257901,0.093411285,0.0001656,4.40976586075623e-05,0.000331898,TRUE
