project_flux_id,datetime_start,datetime_end,total_CH4_flux_first_last_mgC_m2_d,total_CH4_flux_robust_5pt_mgC_m2_d,total_CH4_flux_lm_raw_mgC_m2_d,total_CH4_flux_huber_mgC_m2_d,total_CH4_flux_used_for_partition_mgC_m2_d,total_CH4_flux_method_used_for_partition,diffusive_flux_mgC_m2_d,diffusive_flux_median_raw,diffusive_flux_was_capped_to_total,r2_best_window,n_top_windows_used,top_k_requested,ebullitive_lm_raw_mgC_m2_d,deployment_duration_sec,jump_iqr_k,jump_threshold_pos_ppm_min,jump_threshold_neg_ppm_min,n_candidate_diffusive_windows,site,reservoir,FB_TR,datetime_start.y,datetime_end.y,r2_lm_total,adj_r2_lm_total,pseudo_r2_huber_total,slope_lm_total,slope_se_lm_total,slope_p_lm_total,slope_sig_lm_total
406,2023-08-08 15:19:00,2023-08-08 16:10:00,-2.154212356,-2.520166257,-2.212175041,-2.100965782,-2.212175041,lm,-1.602948336,-1.602948336,FALSE,0.395574919,5,5,0,3060,1.5,0.487520829,-0.492787792,11,BVFB,BV,FB,8/8/2023 15:19,8/8/2023 16:10,0.471001248,0.448959634,0.466856064,-0.000286301,6.19346667974996e-05,0.000108412,TRUE
407,2023-08-08 16:44:00,2023-08-08 17:36:00,-1.772793291,-1.067885914,-0.921367355,-0.937719565,-0.921367355,lm,-2.984887623,-2.984887623,FALSE,0.219860781,3,5,0,3120,1.5,0.388117489,-0.513467855,3,BVFB,BV,FB,8/8/2023 16:44,8/8/2023 17:36,0.118069761,0.081322668,0.109409179,-0.000119675,6.67644607604344e-05,0.085669573,FALSE
408,2023-08-08 18:12:00,2023-08-08 18:58:00,-3.789100542,-3.570720024,-3.26101857,-3.377546816,-3.26101857,lm,NA,NA,FALSE,NA,0,5,0,2760,1.5,0.15544459,-0.219874217,0,BVFB,BV,FB,8/8/2023 18:12,8/8/2023 18:58,0.818213305,0.809556796,0.816250441,-0.000422504,4.3457970459348e-05,3.16609414920825e-09,TRUE
226,2024-01-22 11:11:00,2024-01-22 12:17:00,0.650761981,0.292512297,-0.791982575,-1.236207835,-0.791982575,lm,0.334634478,0.334634478,FALSE,0.744437765,5,5,0,3960,1.5,0.057887772,-0.060744269,64,DLFB,DL,FB,1/22/2024 11:11,1/22/2024 12:17,0.26144382,0.24990388,0.150146118,-9.51E-05,1.99784721931521e-05,1.14753973612794e-05,TRUE
229,2024-01-22 13:52:00,2024-01-22 15:11:00,0.758859559,0.694446221,0.741407112,0.808915101,0.741407112,lm,0.428474824,0.428474824,FALSE,0.761150441,5,5,0.312932288,4740,1.5,0.048774312,-0.034955916,73,DLTR,DL,TR,1/22/2024 13:52,1/22/2024 15:11,0.790238705,0.787514532,0.773978409,8.73897350836726e-05,5.13095953274681e-06,7.8231960080809e-28,TRUE
234,2024-01-24 10:16:00,2024-01-24 10:53:00,3.675252484,3.662409405,3.271857583,3.128306555,3.271857583,lm,2.231239804,2.231239804,FALSE,0.932345788,5,5,1.040617779,2220,1.5,0.117892157,-0.06458657,33,CGFB,CG,FB,1/24/2024 10:16,1/24/2024 10:53,0.908428252,0.905811916,0.906010947,0.000391478,2.10091436220228e-05,9.49095016075378e-20,TRUE
237,2024-01-24 11:17:00,2024-01-24 12:46:00,1.164086901,1.118720376,0.646116624,0.577257778,0.646116624,lm,0.646116624,0.741569501,TRUE,0.340971497,5,5,0,5340,1.5,0.111764877,-0.093285725,38,CGFB,CG,FB,1/24/2024 11:17,1/24/2024 12:46,0.253161539,0.244577188,0.250285389,7.74812266543898e-05,1.42676134980111e-05,5.0258637579747e-07,TRUE
242,2024-01-25 10:35:00,2024-01-25 12:00:00,-0.894317186,-0.843275204,-0.548648167,-0.495879669,-0.548648167,lm,0.206257439,0.206257439,FALSE,0.912584126,3,5,0,5100,1.5,0.023102483,-0.02996485,3,DTFB,DT,FB,1/25/2024 10:35,1/25/2024 12:00,0.413914414,0.406853142,0.408683663,-6.47E-05,8.44589298754278e-06,3.13370820647403e-11,TRUE
246,2024-01-29 09:37:00,2024-01-29 10:23:00,3.400484619,6.81960593,7.032314164,7.339725215,7.032314164,lm,2.658017054,2.658017054,FALSE,0.976264218,5,5,4.37429711,2760,1.5,0.161699326,-0.083711707,28,BVFB,BV,FB,1/29/2024 9:37,1/29/2024 10:23,0.898998067,0.896753579,0.89475286,0.000829518,4.14481508794572e-05,4.9252412440377e-24,TRUE
250,2024-01-29 12:44:00,2024-01-29 13:30:00,10.97020137,12.07013283,10.57168581,10.58225151,10.57168581,lm,0.517563918,0.517563918,FALSE,0.027273212,2,5,10.05412189,2760,1.5,0.361693823,-0.386120341,2,BVTR,BV,TR,1/29/2024 12:44,1/29/2024 13:30,0.316796748,0.301614453,0.316795713,0.001280337,0.000280287,3.81766387203209e-05,TRUE
254,2024-03-07 10:13:00,2024-03-07 12:22:00,2.589040092,2.129411715,0.488395823,-0.049767907,0.488395823,lm,0.488395823,2.017523645,TRUE,0.89384188,5,5,0,7740,1.5,0.067345085,-0.070178571,50,DTFB,DT,FB,3/7/2024 10:13,3/7/2024 12:22,0.095472728,0.088350466,-0.062800745,6.05836655125497e-05,1.65472127953861e-05,0.000366853,TRUE
262,2024-03-19 17:17:00,2024-03-19 18:13:00,5.085879066,3.889360492,2.536102226,1.494584902,2.536102226,lm,1.801673598,1.801673598,FALSE,0.970612693,5,5,0.734428627,3360,1.5,0.112388311,-0.070501182,46,BVTR,BV,TR,3/19/2024 17:17,3/19/2024 18:13,0.462791516,0.453024089,0.35415279,0.000309614,4.49798274732716e-05,5.85561735285499e-09,TRUE
266,2024-03-20 12:33:00,2024-03-20 13:41:00,0.27097256,-0.343179006,-0.860766083,-0.983268222,-0.860766083,lm,-0.765184425,-0.765184425,FALSE,0.744426827,5,5,0,4080,1.5,0.088420517,-0.082644649,95,DTFB,DT,FB,3/20/2024 12:33,3/20/2024 13:41,0.596741695,0.590631721,0.580341793,-0.000107751,1.0903034451101e-05,1.2096581160399e-14,TRUE
269,2024-03-21 11:01:00,2024-03-21 12:39:00,0.987641538,1.295098928,0.666211714,0.674527792,0.666211714,lm,0.666211714,6.850456356,TRUE,0.959283616,5,5,0,5880,1.5,0.317865658,-0.293623521,96,CGFB,CG,FB,3/21/2024 11:01,3/21/2024 12:39,0.152015931,0.143182763,0.151950664,8.15164304137009e-05,1.96498315936378e-05,7.23387475598248e-05,TRUE
461,2024-11-11 08:57:00,2024-11-11 10:04:00,0.678714689,0.472846907,0.448449814,0.441372483,0.448449814,lm,0.062620759,0.062620759,FALSE,0.716079778,5,5,0.385829054,4020,1.5,0.019468581,-0.013417708,16,BVFB,BV,FB,11/11/2024 8:57,11/11/2024 10:04,0.598448074,0.592173825,0.595528707,5.36152493262119e-05,5.48979291833186e-06,2.65499369441906e-14,TRUE
466,2024-11-11 12:16:00,2024-11-11 13:17:00,1.105793877,0.885752971,0.694729396,0.670249868,0.694729396,lm,0.446139436,0.446139436,FALSE,0.956264619,5,5,0.24858996,3660,1.5,0.027360549,-0.018346951,9,BVTR,BV,TR,11/11/2024 12:16,11/11/2024 13:17,0.726817164,0.722186946,0.725198093,8.3258395231107e-05,6.64532380040313e-06,2.86219679216208e-18,TRUE
471,2024-11-12 09:39:00,2024-11-12 10:39:00,1.592868082,1.353190731,0.791975049,0.619702227,0.791975049,lm,NA,NA,FALSE,NA,0,5,NA,3600,1.5,0.075578254,-0.052212451,0,DLFB,DL,FB,11/12/2024 9:39,11/12/2024 10:39,0.372923768,0.362112109,0.350395764,9.61110394763536e-05,1.6364751529575e-05,2.20491943453962e-07,TRUE
476,2024-11-12 12:20:00,2024-11-12 13:25:00,-0.178329738,-0.510615002,-0.816936218,-0.838283707,-0.816936218,lm,0.92071694,0.92071694,FALSE,0.841265077,5,5,0,3900,1.5,0.032050488,-0.028301464,6,DLTR,DL,TR,11/12/2024 12:20,11/12/2024 13:25,0.763287743,0.759530405,0.762752606,-9.92E-05,6.95783725838487e-06,2.21364055657053e-21,TRUE
481,2024-11-13 11:47:00,2024-11-13 13:20:00,0.53741888,0.500431258,0.401534508,0.39222049,0.401534508,lm,0.199896879,0.199896879,FALSE,0.860628357,5,5,0.20163763,5580,1.5,0.02957692,-0.026845515,9,DTFB,DT,FB,11/13/2024 11:47,11/13/2024 13:20,0.404688467,0.398146582,0.404329436,4.81402881164049e-05,6.12068068199484e-06,7.27626883024431e-12,TRUE
