project_flux_id,datetime_start,datetime_end,total_CH4_flux_first_last_mgC_m2_d,total_CH4_flux_robust_5pt_mgC_m2_d,total_CH4_flux_lm_raw_mgC_m2_d,total_CH4_flux_huber_mgC_m2_d,total_CH4_flux_used_for_partition_mgC_m2_d,total_CH4_flux_method_used_for_partition,diffusive_flux_mgC_m2_d,diffusive_flux_median_raw,diffusive_flux_was_capped_to_total,r2_best_window,n_top_windows_used,top_k_requested,ebullitive_lm_raw_mgC_m2_d,deployment_duration_sec,jump_iqr_k,jump_threshold_pos_ppm_min,jump_threshold_neg_ppm_min,n_candidate_diffusive_windows,site,reservoir,FB_TR,datetime_start.y,datetime_end.y,r2_lm_total,adj_r2_lm_total,pseudo_r2_huber_total,slope_lm_total,slope_se_lm_total,slope_p_lm_total,slope_sig_lm_total
103,2023-05-08 14:45:00,2023-05-08 15:13:00,47.21736683,42.42383257,42.5468774,39.53790677,42.5468774,lm,22.82918967,22.82918967,FALSE,0.566705762,5,5,19.71768774,1680,1.5,2.835096365,-1.815640392,15,BVTR,BV,TR,5/8/2023 14:45,5/8/2023 15:13,0.752501722,0.742982557,0.746712129,0.005314625,0.000597748,2.30936768432718e-09,TRUE
116,2023-05-11 12:04:00,2023-05-11 14:55:00,4.025979513,2.252760405,1.237117555,1.040063932,1.237117555,lm,1.237117555,12.44643229,TRUE,0.49902754,5,5,0,10260,1.5,2.456729181,-2.17858629,155,CGFB,CG,FB,5/11/2023 12:04,5/11/2023 14:55,0.287827776,0.283613739,0.277884353,0.000158323,1.91569937208751e-05,3.9368506790054e-14,TRUE
120,2023-05-12 10:01:00,2023-05-12 13:02:00,3.344009574,3.549030592,3.483677466,3.535582672,3.483677466,lm,3.483677466,25.3964524,TRUE,0.649583911,5,5,0,10860,1.5,2.765431696,-2.461652792,146,DTFB,DT,FB,5/12/2023 10:01,5/12/2023 13:02,0.487445113,0.484581678,0.487136907,0.00044065,3.37733990875595e-05,8.91702866007606e-28,TRUE
127,2023-06-15 10:28:00,2023-06-15 13:04:00,9.909733832,8.432182573,5.980174486,5.565683811,5.980174486,lm,5.980174486,28.981126,TRUE,0.787214112,5,5,0,9360,1.5,3.142500345,-2.760523842,148,DTFB,DT,FB,6/15/2023 10:28,6/15/2023 13:04,0.580835654,0.578113807,0.577977578,0.000753298,5.15669820789043e-05,7.03161655289378e-31,TRUE
130,2023-07-13 09:53:00,2023-07-13 13:00:00,5.750810457,4.021841405,2.733020671,2.950094075,2.733020671,lm,2.733020671,10.04831666,TRUE,0.667481692,5,5,0,11220,1.5,2.008087218,-1.933533898,204,CGFB,CG,FB,7/13/2023 9:53,7/13/2023 13:00,0.563099686,0.560725227,0.558402964,0.000354626,2.30282093259881e-05,6.41256776150961e-35,TRUE
133,2023-07-14 10:22:00,2023-07-14 13:30:00,5.881980132,4.732912084,0.110714553,-0.101958619,0.110714553,lm,0.110714553,93.39220291,TRUE,0.982945948,5,5,0,11280,1.5,2.670007902,-2.40907637,85,DTFB,DT,FB,7/14/2023 10:22,7/14/2023 13:30,0.000611981,-0.004761073,-0.011990697,1.44877997867554e-05,4.29283335544129e-05,0.73612957,FALSE
136,2023-07-17 09:45:00,2023-07-17 10:18:00,42.65849411,25.41785563,22.41907904,17.36024331,22.41907904,lm,2.4,NA,FALSE,NA,0,5,20.01907904,1980,1.5,3.059168121,-2.15764072,0,BVFB,BV,FB,7/17/2023 9:45,7/17/2023 10:18,0.381942617,0.362005282,0.355434564,0.002796798,0.000638992,0.000126892,TRUE
144,2023-07-19 09:39:00,2023-07-19 10:16:00,23.06415042,20.89418543,17.88597269,15.07597863,17.88597269,lm,2.880762914,2.880762914,FALSE,0.132275704,5,5,15.00520978,2220,1.5,1.893334811,-1.555442157,7,DLFB,DL,FB,7/19/2023 9:39,7/19/2023 10:16,0.621178351,0.610354875,0.598331828,0.002293103,0.000302691,7.01302508318532e-09,TRUE
149,2023-07-19 12:52:00,2023-07-19 13:34:00,16.18230212,11.96285633,8.994996519,8.369354591,8.994996519,lm,8.994996519,17.2693512,TRUE,0.4478284,5,5,0,2520,1.5,2.664340259,-2.383956882,26,DLTR,DL,TR,7/19/2023 12:52,7/19/2023 13:34,0.368899359,0.353121843,0.367114386,0.001182338,0.000244516,1.99746145113621e-05,TRUE
153,2023-08-07 10:59:00,2023-08-07 11:25:00,NA,NA,NA,NA,NA,lm,NA,NA,FALSE,NA,0,5,NA,1560,1.5,NA,NA,0,BVFB,BV,FB,8/7/2023 10:59,8/7/2023 11:25,NA,NA,NA,NA,NA,NA,NA
304,2023-08-07 13:54:00,2023-08-07 14:28:00,-0.828847177,1.242266994,-0.536454356,-0.527113105,-0.536454356,lm,-1.673695482,-1.673695482,FALSE,0.027127786,5,5,0,2040,1.5,0.937115988,-0.933355551,5,BVFB,BV,FB,8/7/2023 13:54,8/7/2023 14:28,0.006845996,-0.05522613,0.006620428,-6.86E-05,0.000206484,0.744123943,FALSE
305,2023-08-07 15:04:00,2023-08-07 15:49:00,-0.98556309,-1.643360531,-2.122407868,-1.888326552,-2.122407868,lm,-9.627698112,-9.627698112,FALSE,0.434136916,5,5,0,2700,1.5,1.425888904,-1.424020535,15,BVFB,BV,FB,8/7/2023 15:04,8/7/2023 15:49,0.092129855,0.048897944,0.090309912,-0.000271575,0.000186034,0.159139619,FALSE
306,2023-08-07 17:56:00,2023-08-07 18:46:00,-0.438561898,-0.713080075,-0.086532392,-0.43223786,-0.086532392,lm,-3.104750169,-3.104750169,FALSE,0.34935942,5,5,0,3000,1.5,0.709638072,-0.795137801,17,BVFB,BV,FB,8/7/2023 17:56,8/7/2023 18:46,0.000593853,-0.04104807,-0.019403108,-1.11E-05,9.28034568484541e-05,0.905937301,FALSE
307,2023-08-07 19:20:00,2023-08-07 20:10:00,10.44743644,9.857187495,6.60255994,6.715238695,6.60255994,lm,6.60255994,20.33448772,TRUE,0.811451583,5,5,0,3000,1.5,1.410352495,-1.27975606,12,BVFB,BV,FB,8/7/2023 19:20,8/7/2023 20:10,0.466576942,0.444350981,0.465054352,0.000834477,0.000182131,0.000120295,TRUE
308,2023-08-07 20:46:00,2023-08-07 21:36:00,4.067047032,8.958966757,8.609482515,8.813135929,8.609482515,lm,8.609482515,13.74441609,TRUE,0.751106891,5,5,0,3000,1.5,1.143106532,-1.131360921,19,BVFB,BV,FB,8/7/2023 20:46,8/7/2023 21:36,0.633462949,0.617526555,0.632530567,0.001066141,0.000169102,1.96464815508367e-06,TRUE
309,2023-08-07 22:12:00,2023-08-07 22:58:00,12.95822061,5.418976653,8.849473849,8.953654477,8.849473849,lm,NA,NA,FALSE,NA,0,5,NA,2760,1.5,1.410549125,-1.407640604,0,BVFB,BV,FB,8/7/2023 22:12,8/7/2023 22:58,0.591764209,0.573208037,0.590464897,0.001091773,0.000193331,1.11683624588458e-05,TRUE
310,2023-08-07 23:44:00,2023-08-08 00:24:00,1.356299919,7.061642559,6.291964753,5.776747413,6.291964753,lm,NA,NA,FALSE,NA,0,5,NA,2400,1.5,1.42143159,-1.480199117,0,BVFB,BV,FB,8/7/2023 23:44,8/8/2023 0:24,0.180811716,0.122298267,0.175782628,0.000775682,0.000441264,0.100603482,FALSE
318,2023-08-08 00:36:00,2023-08-08 01:24:00,4.34361462,9.269400628,7.078457384,6.621164769,7.078457384,lm,7.078457384,8.868536284,TRUE,0.439515081,5,5,0,2880,1.5,1.318559835,-1.381527423,5,BVFB,BV,FB,8/8/2023 0:36,8/8/2023 1:24,0.138873993,0.06058981,0.138290674,0.000872298,0.000654925,0.209829906,FALSE
311,2023-08-08 01:02:00,2023-08-08 01:56:00,4.293943555,5.736932795,5.023496856,5.27592046,5.023496856,lm,3.435438226,3.435438226,FALSE,0.095120987,4,5,1.588058629,3240,1.5,1.458448881,-1.441320198,4,BVFB,BV,FB,8/8/2023 1:02,8/8/2023 1:56,0.260531641,0.229720459,0.258568034,0.00061914,0.000212918,0.007715926,TRUE
312,2023-08-08 02:28:00,2023-08-08 03:30:00,-0.49483467,1.390800512,0.129620545,0.218043299,0.129620545,lm,0.129620545,4.341006851,TRUE,0.104543355,5,5,0,3720,1.5,2.113982779,-1.893648739,13,BVFB,BV,FB,8/8/2023 2:28,8/8/2023 3:30,0.000366826,-0.039618501,0.000189628,1.59570203517826e-05,0.000166599,0.924458115,FALSE
313,2023-08-08 03:54:00,2023-08-08 04:46:00,6.14607243,5.372469294,2.091466954,2.528460759,2.091466954,lm,2.091466954,4.029965364,TRUE,0.150672858,5,5,0,3120,1.5,1.851560308,-1.88969916,11,BVFB,BV,FB,8/8/2023 3:54,8/8/2023 4:46,0.057470823,0.016491294,0.041113077,0.000257133,0.000217129,0.248411841,FALSE
314,2023-08-08 06:54:00,2023-08-08 07:40:00,3.216641175,-0.502618441,-0.31937967,-0.958389009,-0.31937967,lm,-8.38387143,-8.38387143,FALSE,0.660473017,5,5,0,2760,1.5,1.102943143,-1.031994653,17,BVFB,BV,FB,8/8/2023 6:54,8/8/2023 7:40,0.002524832,-0.042814948,-0.018458665,-3.96E-05,0.000167755,0.815630677,FALSE
315,2023-08-08 08:24:00,2023-08-08 09:06:00,-5.643888642,-2.667636145,-3.670224912,-2.945149163,-3.670224912,lm,-6.22747286,-6.22747286,FALSE,0.445894674,5,5,0,2520,1.5,1.031419886,-1.190134162,11,BVFB,BV,FB,8/8/2023 8:24,8/8/2023 9:06,0.315349282,0.279315033,0.302636634,-0.000460993,0.000155832,0.008073156,TRUE
316,2023-08-08 09:38:00,2023-08-08 10:32:00,-2.279341261,-2.362286751,-3.685760709,-3.685760709,-3.685760709,lm,7.906728255,7.906728255,FALSE,0.538874674,5,5,0,3240,1.5,1.11066624,-1.171719251,23,BVFB,BV,FB,8/8/2023 9:38,8/8/2023 10:32,0.222745469,0.192851064,0.222745469,-0.000466054,0.000170737,0.011223676,TRUE
317,2023-08-08 11:06:00,2023-08-08 11:46:00,-0.177976786,-3.286749715,-1.71711924,-1.848402944,-1.71711924,lm,2.598186542,2.598186542,FALSE,0.217267278,5,5,0,2400,1.5,0.911192031,-1.001214592,11,BVFB,BV,FB,8/8/2023 11:06,8/8/2023 11:46,0.09280542,0.045058337,0.091209783,-0.000218053,0.000156404,0.179359813,FALSE
319,2023-08-08 14:00:00,2023-08-08 14:48:00,0.765716181,1.5986631,0.841826295,0.85619056,0.841826295,lm,NA,NA,FALSE,NA,0,5,NA,2880,1.5,0.708543859,-0.632020954,0,BVFB,BV,FB,8/8/2023 14:00,8/8/2023 14:48,0.027554647,-0.021067621,0.027170985,0.00010772,0.000143092,0.460339701,FALSE
320,2023-08-08 16:52:00,2023-08-08 17:38:00,1.955239889,-1.803193999,-0.882130045,-0.644507979,-0.882130045,lm,-3.081304888,-3.081304888,FALSE,0.14815547,5,5,0,2760,1.5,1.166175091,-1.234819688,17,BVFB,BV,FB,8/8/2023 16:52,8/8/2023 17:38,0.027054163,-0.017170647,0.023126372,-0.000113055,0.000144545,0.442470101,FALSE
321,2023-08-08 18:18:00,2023-08-08 19:08:00,-2.010302959,-1.302345027,-1.3385224,-1.346806986,-1.3385224,lm,NA,NA,FALSE,NA,0,5,0,3000,1.5,0.538933897,-0.680906874,0,BVFB,BV,FB,8/8/2023 18:18,8/8/2023 19:08,0.077946845,0.037857577,0.07791918,-0.000171177,0.000122761,0.176523323,FALSE
323,2023-08-08 21:08:00,2023-08-08 22:01:00,4.536614536,3.39579428,4.998062769,4.517146527,4.998062769,lm,4.998062769,5.991736938,TRUE,0.273934347,5,5,0,3180,1.5,1.557641093,-1.5094543,13,BVFB,BV,FB,8/8/2023 21:08,8/8/2023 22:01,0.37519759,0.346797481,0.371568083,0.00061857,0.000170184,0.00146368,TRUE
324,2023-08-08 22:25:00,2023-08-08 23:23:00,2.95574829,-1.982182356,-0.711292982,-0.503288751,-0.711292982,lm,-13.0850904,-13.0850904,FALSE,0.464034369,5,5,0,3480,1.5,1.472074662,-1.472006258,27,BVFB,BV,FB,8/8/2023 22:25,8/8/2023 23:23,0.007638643,-0.033709747,0.003648019,-8.81E-05,0.000204984,0.671166709,FALSE
326,2023-08-09 01:24:00,2023-08-09 02:15:00,11.17645338,13.30530165,10.1981816,10.35786971,10.1981816,lm,10.1981816,19.20239892,TRUE,0.673657164,5,5,0,3060,1.5,1.163849577,-0.914771286,17,BVFB,BV,FB,8/9/2023 1:24,8/9/2023 2:15,0.612687545,0.595847873,0.610152136,0.001259018,0.000208727,3.75869016000854e-06,TRUE
327,2023-08-09 02:53:00,2023-08-09 03:45:00,8.926842035,8.811803372,8.965915025,9.379912782,8.965915025,lm,2.980055163,2.980055163,FALSE,0.048126588,1,5,5.985859862,3120,1.5,1.42043228,-1.084221016,1,BVFB,BV,FB,8/9/2023 2:53,8/9/2023 3:45,0.503533923,0.481948441,0.502299016,0.001106336,0.000229062,7.11663616526443e-05,TRUE
328,2023-08-09 04:21:00,2023-08-09 05:05:00,8.990708816,8.489758026,8.982795674,9.013686394,8.982795674,lm,8.06075887,8.06075887,FALSE,0.29738501,5,5,0.922036805,2640,1.5,1.647011776,-1.647074907,15,BVFB,BV,FB,8/9/2023 4:21,8/9/2023 5:05,0.374369939,0.344578032,0.373690577,0.001106656,0.000312185,0.001918,TRUE
329,2023-08-09 05:45:00,2023-08-09 06:35:00,16.28863499,8.334468131,10.1814757,10.30920589,10.1814757,lm,10.1814757,17.57258857,TRUE,0.533399081,5,5,0,3000,1.5,1.630962623,-1.632829527,7,BVFB,BV,FB,8/9/2023 5:45,8/9/2023 6:35,0.481388259,0.459779436,0.47197554,0.001254284,0.000265744,8.46524139061266e-05,TRUE
330,2023-08-09 07:08:00,2023-08-09 07:57:00,17.9930067,15.07874089,15.66163854,15.52795751,15.66163854,lm,15.66163854,21.39746197,TRUE,0.6490727,5,5,0,2940,1.5,2.796319319,-2.602140048,17,BVFB,BV,FB,8/9/2023 7:08,8/9/2023 7:57,0.686805919,0.672569825,0.682101471,0.001936331,0.000278778,5.66768534030094e-07,TRUE
331,2023-08-09 08:45:00,2023-08-09 09:35:00,-1.817178954,-3.980552264,-1.962322109,-2.010678227,-1.962322109,lm,-5.974869049,-5.974869049,FALSE,0.268733138,5,5,0,3000,1.5,1.23093267,-1.400821333,17,BVFB,BV,FB,8/9/2023 8:45,8/9/2023 9:35,0.058031949,0.01521522,0.035241791,-0.000248405,0.00021337,0.256814113,FALSE
332,2023-08-09 10:05:00,2023-08-09 10:55:00,-3.998703803,-7.120999902,-6.973476707,-6.957959097,-6.973476707,lm,-11.90560215,-11.90560215,FALSE,0.570033509,5,5,0,3000,1.5,1.838432831,-1.804314237,21,BVFB,BV,FB,8/9/2023 10:05,8/9/2023 10:55,0.524919069,0.50512403,0.524913656,-0.000885667,0.00017199,2.84717565225713e-05,TRUE
155,2023-08-10 10:10:00,2023-08-10 12:28:00,7.21915793,-2.977722119,-0.717314236,-2.207530624,-0.717314236,lm,-4.202897444,-4.202897444,FALSE,0.403662849,5,5,0,8280,1.5,0.935210533,-0.955289443,19,DTFB,DT,FB,8/10/2023 10:10,8/10/2023 12:28,0.014179148,-0.017621524,-0.067427919,-9.19E-05,0.000137657,0.509241048,FALSE
159,2023-09-11 10:07:00,2023-09-11 10:48:00,244.310233,297.4469985,302.0761354,294.9277393,302.0761354,lm,147.3473791,147.3473791,FALSE,0.863529012,5,5,154.7287563,2460,1.5,6.105038928,-5.724664874,8,BVFB,BV,FB,9/11/2023 10:07,9/11/2023 10:48,0.56372115,0.551929829,0.563170314,0.037629571,0.005442248,3.6877595608093e-08,TRUE
165,2023-09-11 12:46:00,2023-09-11 13:34:00,30.82042153,30.24420421,19.54212013,26.89440233,19.54212013,lm,19.54212013,80.84031005,TRUE,0.974997779,5,5,0,2880,1.5,3.457949508,-2.626382651,23,BVTR,BV,TR,9/11/2023 12:46,9/11/2023 13:34,0.11916989,0.10002141,0.092855051,0.002498247,0.001001427,0.016260001,TRUE
182,2023-09-15 10:23:00,2023-09-15 16:17:00,-6.654462,-18.00138048,-42.23435652,-43.74965839,-42.23435652,lm,-94.67593378,-94.67593378,FALSE,0.76151338,5,5,0,21240,1.5,5.81076894,-6.318675517,287,DTFB,DT,FB,9/15/2023 10:23,9/15/2023 16:17,0.767479091,0.766261704,0.765899761,-0.0054826,0.000218357,2.06426163879049e-62,TRUE
188,2023-10-10 09:47:00,2023-10-10 11:01:00,35.00433959,33.49402299,29.6957611,28.73468303,29.6957611,lm,29.6957611,37.54237303,TRUE,0.704835166,5,5,0,4440,1.5,3.650667641,-3.300373618,85,BVFB,BV,FB,10/10/2023 9:47,10/10/2023 11:01,0.908328872,0.907073103,0.90721532,0.003622694,0.000134699,1.28996011359846e-39,TRUE
211,2023-11-15 09:49:00,2023-11-15 10:44:00,-1.849022787,-3.970286579,-3.477167951,-3.550372903,-3.477167951,lm,33.99583224,33.99583224,FALSE,0.665862822,5,5,0,3300,1.5,2.38779267,-2.224272553,67,CGFB,CG,FB,11/15/2023 9:49,11/15/2023 10:44,0.066542177,0.048929766,0.066359371,-0.000420059,0.000216108,0.057244024,FALSE
215,2023-11-15 10:48:00,2023-11-15 12:34:00,10.12836527,8.129809178,3.65135759,3.247425088,3.65135759,lm,3.65135759,21.7637514,TRUE,0.686039115,5,5,0,6360,1.5,2.373803739,-2.398979422,93,CGFB,CG,FB,11/15/2023 10:48,11/15/2023 12:34,0.272330175,0.26533335,0.267744954,0.000452743,7.25695810768922e-05,9.66220838171961e-09,TRUE
223,2024-01-22 11:11:00,2024-01-22 12:17:00,2.57338316,1.743491093,0.004993616,-0.042006918,0.004993616,lm,0.004993616,4.24464434,TRUE,0.288000889,5,5,0,3960,1.5,1.057061381,-0.912176442,27,DLFB,DL,FB,1/22/2024 11:11,1/22/2024 12:17,5.45078769895007e-06,-0.015619464,-0.000731007,5.97266825757678e-07,3.19777268879835e-05,0.985156414,FALSE
227,2024-01-22 13:52:00,2024-01-22 15:10:00,-6.252139449,-5.94384432,-3.258611799,-3.116900204,-3.258611799,lm,-9.769126867,-9.769126867,FALSE,0.44461847,5,5,0,4680,1.5,0.994702183,-1.01212165,53,DLTR,DL,TR,1/22/2024 13:52,1/22/2024 15:10,0.554417756,0.548554832,0.551686147,-0.000384595,3.95496333436653e-05,5.53448647771839e-15,TRUE
231,2024-01-24 10:16:00,2024-01-24 10:53:00,1.66539664,1.225949928,1.271661806,1.223799061,1.271661806,lm,1.271661806,2.700322757,TRUE,0.663222215,5,5,0,2220,1.5,0.307453488,-0.225815391,16,CGFB,CG,FB,1/24/2024 10:16,1/24/2024 10:53,0.429303113,0.412997488,0.426799078,0.000152667,2.97530213077773e-05,1.07909195916601e-05,TRUE
235,2024-01-24 11:17:00,2024-01-24 12:46:00,0.581502277,0.53107947,0.446973636,0.417556701,0.446973636,lm,0.446973636,3.785934899,TRUE,0.686300019,5,5,0,5340,1.5,0.38947398,-0.385472801,65,CGFB,CG,FB,1/24/2024 11:17,1/24/2024 12:46,0.189643228,0.180328783,0.186020746,5.36917351411088e-05,1.18991866188402e-05,1.99776483283688e-05,TRUE
239,2024-01-25 10:15:00,2024-01-25 12:00:00,-0.003228477,-0.170332598,-0.392573532,-0.406312966,-0.392573532,lm,-1.644292656,-1.644292656,FALSE,0.346658429,5,5,0,6300,1.5,0.251669464,-0.245667052,155,DTFB,DT,FB,1/25/2024 10:15,1/25/2024 12:00,0.410647048,0.404925175,0.408855746,-4.63E-05,5.46597400381827e-06,1.80434579757695e-13,TRUE
243,2024-01-29 09:37:00,2024-01-29 10:27:00,2.843061772,2.938968422,2.702965364,2.703860047,2.702965364,lm,2.702965364,5.683723905,TRUE,0.904852483,5,5,0,3000,1.5,0.39273598,-0.331733923,59,BVFB,BV,FB,1/29/2024 9:37,1/29/2024 10:27,0.860683723,0.857840534,0.860680249,0.00031856,1.83093351155156e-05,1.2998164801691e-22,TRUE
247,2024-01-29 12:44:00,2024-01-29 13:34:00,5.67796294,5.58611445,5.419682688,5.419682688,5.419682688,lm,3.79688725,3.79688725,FALSE,0.333934706,5,5,1.622795438,3000,1.5,0.597885898,-0.557432977,16,BVTR,BV,TR,1/29/2024 12:44,1/29/2024 13:34,0.523418909,0.513692764,0.523418909,0.000654878,8.92700434650934e-05,2.0049621892652e-09,TRUE
252,2024-03-07 10:13:00,2024-03-07 12:26:00,1.968351795,1.236745939,0.195148103,0.062656408,0.195148103,lm,0.195148103,3.234540756,TRUE,0.405359988,5,5,0,7980,1.5,0.415310358,-0.397914703,73,DTFB,DT,FB,3/7/2024 10:13,3/7/2024 12:26,0.025703643,0.018266266,0.006826441,2.31226578530293e-05,1.24379928794624e-05,0.065265981,FALSE
260,2024-03-19 17:17:00,2024-03-19 18:17:00,0.355629653,0.270852502,-0.635955812,-0.670169815,-0.635955812,lm,9.022820453,9.022820453,FALSE,0.854495069,5,5,0,3600,1.5,0.543727626,-0.473994297,40,BVTR,BV,TR,3/19/2024 17:17,3/19/2024 18:17,0.12041876,0.105253566,0.119660429,-7.82E-05,2.77635192196915e-05,0.006599895,TRUE
264,2024-03-20 12:33:00,2024-03-20 13:36:00,0.135201508,-0.124436864,-0.258935275,-0.26452342,-0.258935275,lm,-2.241649588,-2.241649588,FALSE,0.606966909,5,5,0,3780,1.5,0.24742579,-0.246777374,62,DTFB,DT,FB,3/20/2024 12:33,3/20/2024 13:36,0.155939034,0.142101969,0.155653099,-3.24E-05,9.6585945461845e-06,0.001360824,TRUE
270,2024-03-21 11:02:00,2024-03-21 12:43:00,0.181239843,0.385793276,0.410409723,0.379077628,0.410409723,lm,0.410409723,7.347922198,TRUE,0.773908962,5,5,0,6060,1.5,0.382319296,-0.384267314,29,CGFB,CG,FB,3/21/2024 11:02,3/21/2024 12:43,0.099992997,0.090902017,0.099402595,5.02541402358645e-05,1.51527829297142e-05,0.001275368,TRUE
272,2024-03-22 11:06:00,2024-03-22 12:27:00,-2.931298846,-2.289415292,-4.865203471,-5.488820071,-4.865203471,lm,-19.16556277,-19.16556277,FALSE,0.723448465,5,5,0,4860,1.5,2.334360955,-2.4400983,75,DLFB,DL,FB,3/22/2024 11:06,3/22/2024 12:27,0.403053195,0.395496907,0.396419848,-0.000588785,8.0617640203398e-05,1.95394826720953e-10,TRUE
276,2024-03-22 14:57:00,2024-03-22 15:54:00,2.356927527,1.604631773,-0.045109285,-0.409950656,-0.045109285,lm,-0.652338624,-0.652338624,FALSE,0.111183622,5,5,0,3420,1.5,0.427521064,-0.358458748,5,DLTR,DL,TR,3/22/2024 14:57,3/22/2024 15:54,0.000320364,-0.017855629,-0.028356621,-5.60E-06,4.216445161679e-05,0.894866331,FALSE
359,2024-05-14 13:34:00,2024-05-14 15:24:00,0.597703486,0.323924708,-0.62953983,-0.668084701,-0.62953983,lm,1.038406915,1.038406915,FALSE,0.718461728,5,5,0,6600,1.5,0.202308247,-0.203609189,32,DTFB,DT,FB,5/14/2024 13:34,5/14/2024 15:24,0.104674231,0.096534906,0.101482035,-8.08E-05,2.25263172391338e-05,0.000502116,TRUE
