Date.Time,stage.ht.bv,Barometric_pressure_mm_hg,bar_press_ft_h2o,total_pressure_ft_h2o.bv,total_pressure_m_h2o.bv,del.tot.pressure.ft.hr.bv,moving.minima,hours.since.lower.pressure,days.since.lower.pressure,moving.minima.y.n,moving.minima.48hrs.prior.y.n,more.than.one.day.since.lower.pressure.y.n,more.than.one.day.since.lower.pressure.event.last.2.days.y.n
2023-04-04 13:00:00,74.6,764,34.07695692,108.6769569,33.12473647,NA,NA,NA,NA,N,N,N,N
2023-04-04 14:00:00,74.5,764,34.07695692,108.5769569,33.09425647,-0.1,33.09425647,1,0.041666667,Y,Y,N,N
2023-04-04 15:00:00,74.5,764,34.07695692,108.5769569,33.09425647,0,NA,NA,NA,N,Y,N,N
2023-04-04 16:00:00,74.3,764,34.07695692,108.3769569,33.03329647,-0.2,33.03329647,2,0.083333333,Y,Y,N,N
2023-04-04 17:00:00,74.3,764,34.07695692,108.3769569,33.03329647,0,NA,NA,NA,N,Y,N,N
2023-04-04 18:00:00,74.4,764,34.07695692,108.4769569,33.06377647,0.1,NA,NA,NA,N,Y,N,N
2023-04-04 19:00:00,74.4,764,34.07695692,108.4769569,33.06377647,0,NA,NA,NA,N,Y,N,N
2023-04-04 20:00:00,74.5,765,34.12156027,108.6215603,33.10785157,0.144603347,NA,NA,NA,N,Y,N,N
2023-04-04 21:00:00,74.4,765,34.12156027,108.5215603,33.07737157,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-04 22:00:00,74.4,765,34.12156027,108.5215603,33.07737157,0,NA,NA,NA,N,Y,N,N
2023-04-04 23:00:00,74.4,765,34.12156027,108.5215603,33.07737157,0,NA,NA,NA,N,Y,N,N
2023-04-05 00:00:00,74.5,766,34.16616361,108.6661636,33.12144667,0.144603347,NA,NA,NA,N,Y,N,N
2023-04-05 01:00:00,74.4,766,34.16616361,108.5661636,33.09096667,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-05 02:00:00,74.2,765,34.12156027,108.3215603,33.01641157,-0.244603347,33.01641157,3,0.125,Y,Y,N,N
2023-04-05 03:00:00,74.2,766,34.16616361,108.3661636,33.03000667,0.044603347,NA,NA,NA,N,Y,N,N
2023-04-05 04:00:00,74.1,766,34.16616361,108.2661636,32.99952667,-0.1,32.99952667,2,0.083333333,Y,Y,N,N
2023-04-05 05:00:00,74,765,34.12156027,108.1215603,32.95545157,-0.144603347,32.95545157,3,0.125,Y,Y,N,N
2023-04-05 06:00:00,74,766,34.16616361,108.1661636,32.96904667,0.044603347,NA,NA,NA,N,Y,N,N
2023-04-05 07:00:00,74.3,766,34.16616361,108.4661636,33.06048667,0.3,NA,NA,NA,N,Y,N,N
2023-04-05 08:00:00,74.4,765,34.12156027,108.5215603,33.07737157,0.055396653,NA,NA,NA,N,Y,N,N
2023-04-05 09:00:00,74.5,765,34.12156027,108.6215603,33.10785157,0.1,NA,NA,NA,N,Y,N,N
2023-04-05 10:00:00,74.7,765,34.12156027,108.8215603,33.16881157,0.2,NA,NA,NA,N,Y,N,N
2023-04-05 11:00:00,74.7,765,34.12156027,108.8215603,33.16881157,0,NA,NA,NA,N,Y,N,N
2023-04-05 12:00:00,74.4,764,34.07695692,108.4769569,33.06377647,-0.344603347,NA,2,0.083333333,N,Y,N,N
2023-04-05 13:00:00,74.2,764,34.07695692,108.2769569,33.00281647,-0.2,NA,3,0.125,N,Y,N,N
2023-04-05 14:00:00,74.1,763,34.03235357,108.1323536,32.95874137,-0.144603347,NA,4,0.166666667,N,Y,N,N
2023-04-05 15:00:00,74,763,34.03235357,108.0323536,32.92826137,-0.1,32.92826137,5,0.208333333,Y,Y,N,N
2023-04-05 16:00:00,73.8,762,33.98775023,107.7877502,32.85370627,-0.244603347,32.85370627,6,0.25,Y,Y,N,N
2023-04-05 17:00:00,73.7,762,33.98775023,107.6877502,32.82322627,-0.1,32.82322627,7,0.291666667,Y,Y,N,N
2023-04-05 18:00:00,73.7,762,33.98775023,107.6877502,32.82322627,0,NA,NA,NA,N,Y,N,N
2023-04-05 19:00:00,73.8,761,33.94314688,107.7431469,32.84011117,0.055396653,NA,NA,NA,N,Y,N,N
2023-04-05 20:00:00,73.7,761,33.94314688,107.6431469,32.80963117,-0.1,32.80963117,2,0.083333333,Y,Y,N,N
2023-04-05 21:00:00,73.7,762,33.98775023,107.6877502,32.82322627,0.044603347,NA,NA,NA,N,Y,N,N
2023-04-05 22:00:00,73.7,761,33.94314688,107.6431469,32.80963117,-0.044603347,32.80963117,2,0.083333333,Y,Y,N,N
2023-04-05 23:00:00,73.8,761,33.94314688,107.7431469,32.84011117,0.1,NA,NA,NA,N,Y,N,N
2023-04-06 00:00:00,73.6,761,33.94314688,107.5431469,32.77915117,-0.2,32.77915117,2,0.083333333,Y,Y,N,N
2023-04-06 01:00:00,73.3,761,33.94314688,107.2431469,32.68771117,-0.3,32.68771117,3,0.125,Y,Y,N,N
2023-04-06 02:00:00,73.3,760,33.89854353,107.1985435,32.67411607,-0.044603347,32.67411607,4,0.166666667,Y,Y,N,N
2023-04-06 03:00:00,73.2,760,33.89854353,107.0985435,32.64363607,-0.1,32.64363607,5,0.208333333,Y,Y,N,N
2023-04-06 04:00:00,73,760,33.89854353,106.8985435,32.58267607,-0.2,32.58267607,6,0.25,Y,Y,N,N
2023-04-06 05:00:00,72.9,760,33.89854353,106.7985435,32.55219607,-0.1,32.55219607,7,0.291666667,Y,Y,N,N
2023-04-06 06:00:00,73,759,33.85394019,106.8539402,32.56908097,0.055396653,NA,NA,NA,N,Y,N,N
2023-04-06 07:00:00,73.2,759,33.85394019,107.0539402,32.63004097,0.2,NA,NA,NA,N,Y,N,N
2023-04-06 08:00:00,73.5,759,33.85394019,107.3539402,32.72148097,0.3,NA,NA,NA,N,Y,N,N
2023-04-06 09:00:00,73.7,759,33.85394019,107.5539402,32.78244097,0.2,NA,NA,NA,N,Y,N,N
2023-04-06 10:00:00,73.8,759,33.85394019,107.6539402,32.81292097,0.1,NA,NA,NA,N,Y,N,N
2023-04-06 11:00:00,73.7,758,33.80933684,107.5093368,32.76884587,-0.144603347,NA,2,0.083333333,N,Y,N,N
2023-04-06 12:00:00,73.6,758,33.80933684,107.4093368,32.73836587,-0.1,NA,3,0.125,N,Y,N,N
2023-04-06 13:00:00,73.5,758,33.80933684,107.3093368,32.70788587,-0.1,NA,4,0.166666667,N,Y,N,N
2023-04-06 14:00:00,73.4,757,33.76473349,107.1647335,32.66381077,-0.144603347,NA,5,0.208333333,N,Y,N,N
2023-04-06 15:00:00,73.4,757,33.76473349,107.1647335,32.66381077,0,NA,NA,NA,N,Y,N,N
2023-04-06 16:00:00,73.2,756,33.72013015,106.9201301,32.58925567,-0.244603347,NA,2,0.083333333,N,Y,N,N
2023-04-06 17:00:00,73.2,756,33.72013015,106.9201301,32.58925567,0,NA,NA,NA,N,Y,N,N
2023-04-06 18:00:00,73.3,755,33.6755268,106.9755268,32.60614057,0.055396653,NA,NA,NA,N,Y,N,N
2023-04-06 19:00:00,73.2,755,33.6755268,106.8755268,32.57566057,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-06 20:00:00,73.2,756,33.72013015,106.9201301,32.58925567,0.044603347,NA,NA,NA,N,Y,N,N
2023-04-06 21:00:00,73.2,756,33.72013015,106.9201301,32.58925567,0,NA,NA,NA,N,Y,N,N
2023-04-06 22:00:00,73.2,755,33.6755268,106.8755268,32.57566057,-0.044603347,NA,2,0.083333333,N,Y,N,N
2023-04-06 23:00:00,73.1,756,33.72013015,106.8201301,32.55877567,-0.055396653,NA,3,0.125,N,Y,N,N
2023-04-07 00:00:00,72.9,756,33.72013015,106.6201301,32.49781567,-0.2,32.49781567,4,0.166666667,Y,Y,N,N
2023-04-07 01:00:00,72.9,756,33.72013015,106.6201301,32.49781567,0,NA,NA,NA,N,Y,N,N
2023-04-07 02:00:00,72.8,756,33.72013015,106.5201301,32.46733567,-0.1,32.46733567,2,0.083333333,Y,Y,N,N
2023-04-07 03:00:00,72.7,756,33.72013015,106.4201301,32.43685567,-0.1,32.43685567,3,0.125,Y,Y,N,N
2023-04-07 04:00:00,72.7,755,33.6755268,106.3755268,32.42326057,-0.044603347,32.42326057,4,0.166666667,Y,Y,N,N
2023-04-07 05:00:00,72.6,755,33.6755268,106.2755268,32.39278057,-0.1,32.39278057,5,0.208333333,Y,Y,N,N
2023-04-07 06:00:00,73,756,33.72013015,106.7201301,32.52829567,0.444603347,NA,NA,NA,N,Y,N,N
2023-04-07 07:00:00,73.2,756,33.72013015,106.9201301,32.58925567,0.2,NA,NA,NA,N,Y,N,N
2023-04-07 08:00:00,73.4,756,33.72013015,107.1201301,32.65021567,0.2,NA,NA,NA,N,Y,N,N
2023-04-07 09:00:00,73.3,756,33.72013015,107.0201301,32.61973567,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-07 10:00:00,73.5,756,33.72013015,107.2201301,32.68069567,0.2,NA,NA,NA,N,Y,N,N
2023-04-07 11:00:00,73.5,756,33.72013015,107.2201301,32.68069567,0,NA,NA,NA,N,Y,N,N
2023-04-07 12:00:00,73.5,756,33.72013015,107.2201301,32.68069567,0,NA,NA,NA,N,Y,N,N
2023-04-07 13:00:00,73.5,756,33.72013015,107.2201301,32.68069567,0,NA,NA,NA,N,Y,N,N
2023-04-07 14:00:00,73.6,756,33.72013015,107.3201301,32.71117567,0.1,NA,NA,NA,N,Y,N,N
2023-04-07 15:00:00,73.3,756,33.72013015,107.0201301,32.61973567,-0.3,NA,2,0.083333333,N,Y,N,N
2023-04-07 16:00:00,73.3,757,33.76473349,107.0647335,32.63333077,0.044603347,NA,NA,NA,N,Y,N,N
2023-04-07 17:00:00,73.5,757,33.76473349,107.2647335,32.69429077,0.2,NA,NA,NA,N,Y,N,N
2023-04-07 18:00:00,73.6,757,33.76473349,107.3647335,32.72477077,0.1,NA,NA,NA,N,Y,N,N
2023-04-07 19:00:00,73.7,757,33.76473349,107.4647335,32.75525077,0.1,NA,NA,NA,N,Y,N,N
2023-04-07 20:00:00,73.8,758,33.80933684,107.6093368,32.79932587,0.144603347,NA,NA,NA,N,Y,N,N
2023-04-07 21:00:00,74,759,33.85394019,107.8539402,32.87388097,0.244603347,NA,NA,NA,N,Y,N,N
2023-04-07 22:00:00,74,759,33.85394019,107.8539402,32.87388097,0,NA,NA,NA,N,Y,N,N
2023-04-07 23:00:00,74.3,759,33.85394019,108.1539402,32.96532097,0.3,NA,NA,NA,N,Y,N,N
2023-04-08 00:00:00,74.2,759,33.85394019,108.0539402,32.93484097,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-08 01:00:00,74.1,759,33.85394019,107.9539402,32.90436097,-0.1,NA,3,0.125,N,Y,N,N
2023-04-08 02:00:00,74.2,759,33.85394019,108.0539402,32.93484097,0.1,NA,NA,NA,N,Y,N,N
2023-04-08 03:00:00,74.2,759,33.85394019,108.0539402,32.93484097,0,NA,NA,NA,N,Y,N,N
2023-04-08 04:00:00,74.1,760,33.89854353,107.9985435,32.91795607,-0.055396653,NA,2,0.083333333,N,Y,N,N
2023-04-08 05:00:00,74,760,33.89854353,107.8985435,32.88747607,-0.1,NA,3,0.125,N,Y,N,N
2023-04-08 06:00:00,74,760,33.89854353,107.8985435,32.88747607,0,NA,NA,NA,N,Y,N,N
2023-04-08 07:00:00,74.2,760,33.89854353,108.0985435,32.94843607,0.2,NA,NA,NA,N,Y,N,N
2023-04-08 08:00:00,74.3,761,33.94314688,108.2431469,32.99251117,0.144603347,NA,NA,NA,N,Y,N,N
2023-04-08 09:00:00,74.3,761,33.94314688,108.2431469,32.99251117,0,NA,NA,NA,N,Y,N,N
2023-04-08 10:00:00,74.4,761,33.94314688,108.3431469,33.02299117,0.1,NA,NA,NA,N,Y,N,N
2023-04-08 11:00:00,74.6,761,33.94314688,108.5431469,33.08395117,0.2,NA,NA,NA,N,Y,N,N
2023-04-08 12:00:00,74.7,761,33.94314688,108.6431469,33.11443117,0.1,NA,NA,NA,N,Y,N,N
2023-04-08 13:00:00,74.9,761,33.94314688,108.8431469,33.17539117,0.2,NA,NA,NA,N,Y,N,N
2023-04-08 14:00:00,74.7,761,33.94314688,108.6431469,33.11443117,-0.2,NA,2,0.083333333,N,Y,N,N
2023-04-08 15:00:00,74.6,760,33.89854353,108.4985435,33.07035607,-0.144603347,NA,3,0.125,N,Y,N,N
2023-04-08 16:00:00,74.7,760,33.89854353,108.5985435,33.10083607,0.1,NA,NA,NA,N,Y,N,N
2023-04-08 17:00:00,74.6,760,33.89854353,108.4985435,33.07035607,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-08 18:00:00,74.4,761,33.94314688,108.3431469,33.02299117,-0.155396653,NA,3,0.125,N,Y,N,N
2023-04-08 19:00:00,74.5,761,33.94314688,108.4431469,33.05347117,0.1,NA,NA,NA,N,Y,N,N
2023-04-08 20:00:00,74.6,761,33.94314688,108.5431469,33.08395117,0.1,NA,NA,NA,N,Y,N,N
2023-04-08 21:00:00,74.6,761,33.94314688,108.5431469,33.08395117,0,NA,NA,NA,N,Y,N,N
2023-04-08 22:00:00,74.5,762,33.98775023,108.4877502,33.06706627,-0.055396653,NA,2,0.083333333,N,Y,N,N
2023-04-08 23:00:00,74.6,761,33.94314688,108.5431469,33.08395117,0.055396653,NA,NA,NA,N,Y,N,N
2023-04-09 00:00:00,74.7,761,33.94314688,108.6431469,33.11443117,0.1,NA,NA,NA,N,Y,N,N
2023-04-09 01:00:00,74.6,761,33.94314688,108.5431469,33.08395117,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-09 02:00:00,74.5,762,33.98775023,108.4877502,33.06706627,-0.055396653,NA,3,0.125,N,Y,N,N
2023-04-09 03:00:00,74.6,762,33.98775023,108.5877502,33.09754627,0.1,NA,NA,NA,N,Y,N,N
2023-04-09 04:00:00,74.5,762,33.98775023,108.4877502,33.06706627,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-09 05:00:00,74.5,762,33.98775023,108.4877502,33.06706627,0,NA,NA,NA,N,N,N,N
2023-04-09 06:00:00,74.4,762,33.98775023,108.3877502,33.03658627,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-09 07:00:00,74.6,762,33.98775023,108.5877502,33.09754627,0.2,NA,NA,NA,N,N,N,N
2023-04-09 08:00:00,74.7,762,33.98775023,108.6877502,33.12802627,0.1,NA,NA,NA,N,N,N,N
2023-04-09 09:00:00,74.7,763,34.03235357,108.7323536,33.14162137,0.044603347,NA,NA,NA,N,N,N,N
2023-04-09 10:00:00,74.7,763,34.03235357,108.7323536,33.14162137,0,NA,NA,NA,N,N,N,N
2023-04-09 11:00:00,74.8,763,34.03235357,108.8323536,33.17210137,0.1,NA,NA,NA,N,N,N,N
2023-04-09 12:00:00,74.8,763,34.03235357,108.8323536,33.17210137,0,NA,NA,NA,N,N,N,N
2023-04-09 13:00:00,74.8,763,34.03235357,108.8323536,33.17210137,0,NA,NA,NA,N,N,N,N
2023-04-09 14:00:00,74.8,763,34.03235357,108.8323536,33.17210137,0,NA,NA,NA,N,N,N,N
2023-04-09 15:00:00,74.5,762,33.98775023,108.4877502,33.06706627,-0.344603347,NA,2,0.083333333,N,N,N,N
2023-04-09 16:00:00,74.5,762,33.98775023,108.4877502,33.06706627,0,NA,NA,NA,N,N,N,N
2023-04-09 17:00:00,74.6,763,34.03235357,108.6323536,33.11114137,0.144603347,NA,NA,NA,N,N,N,N
2023-04-09 18:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0.255396653,NA,NA,NA,N,N,N,N
2023-04-09 19:00:00,74.8,762,33.98775023,108.7877502,33.15850627,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-09 20:00:00,74.9,763,34.03235357,108.9323536,33.20258137,0.144603347,NA,NA,NA,N,N,N,N
2023-04-09 21:00:00,75.1,763,34.03235357,109.1323536,33.26354137,0.2,NA,NA,NA,N,N,N,N
2023-04-09 22:00:00,75.2,763,34.03235357,109.2323536,33.29402137,0.1,NA,NA,NA,N,N,N,N
2023-04-09 23:00:00,75,763,34.03235357,109.0323536,33.23306137,-0.2,NA,2,0.083333333,N,N,N,N
2023-04-10 00:00:00,74.7,763,34.03235357,108.7323536,33.14162137,-0.3,NA,3,0.125,N,N,N,N
2023-04-10 01:00:00,74.7,762,33.98775023,108.6877502,33.12802627,-0.044603347,NA,4,0.166666667,N,N,N,N
2023-04-10 02:00:00,75.1,762,33.98775023,109.0877502,33.24994627,0.4,NA,NA,NA,N,N,N,N
2023-04-10 03:00:00,75,761,33.94314688,108.9431469,33.20587117,-0.144603347,NA,2,0.083333333,N,N,N,N
2023-04-10 04:00:00,75,761,33.94314688,108.9431469,33.20587117,0,NA,NA,NA,N,N,N,N
2023-04-10 05:00:00,75.1,760,33.89854353,108.9985435,33.22275607,0.055396653,NA,NA,NA,N,N,N,N
2023-04-10 06:00:00,75,760,33.89854353,108.8985435,33.19227607,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-10 07:00:00,75,760,33.89854353,108.8985435,33.19227607,0,NA,NA,NA,N,N,N,N
2023-04-10 08:00:00,74.9,760,33.89854353,108.7985435,33.16179607,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-10 09:00:00,74.9,760,33.89854353,108.7985435,33.16179607,0,NA,NA,NA,N,N,N,N
2023-04-10 10:00:00,74.9,760,33.89854353,108.7985435,33.16179607,0,NA,NA,NA,N,N,N,N
2023-04-10 11:00:00,75,760,33.89854353,108.8985435,33.19227607,0.1,NA,NA,NA,N,N,N,N
2023-04-10 12:00:00,75,760,33.89854353,108.8985435,33.19227607,0,NA,NA,NA,N,N,N,N
2023-04-10 13:00:00,75,759,33.85394019,108.8539402,33.17868097,-0.044603347,NA,2,0.083333333,N,N,N,N
2023-04-10 14:00:00,75.1,759,33.85394019,108.9539402,33.20916097,0.1,NA,NA,NA,N,N,N,N
2023-04-10 15:00:00,75.1,758,33.80933684,108.9093368,33.19556587,-0.044603347,NA,2,0.083333333,N,N,N,N
2023-04-10 16:00:00,75.2,758,33.80933684,109.0093368,33.22604587,0.1,NA,NA,NA,N,N,N,N
2023-04-10 17:00:00,75.1,758,33.80933684,108.9093368,33.19556587,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-10 18:00:00,75.1,758,33.80933684,108.9093368,33.19556587,0,NA,NA,NA,N,N,N,N
2023-04-10 19:00:00,75,758,33.80933684,108.8093368,33.16508587,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-10 20:00:00,75.2,759,33.85394019,109.0539402,33.23964097,0.244603347,NA,NA,NA,N,N,N,N
2023-04-10 21:00:00,75.4,759,33.85394019,109.2539402,33.30060097,0.2,NA,NA,NA,N,N,N,N
2023-04-10 22:00:00,75.4,759,33.85394019,109.2539402,33.30060097,0,NA,NA,NA,N,N,N,N
2023-04-10 23:00:00,75.5,760,33.89854353,109.3985435,33.34467607,0.144603347,NA,NA,NA,N,N,N,N
2023-04-11 00:00:00,75.6,760,33.89854353,109.4985435,33.37515607,0.1,NA,NA,NA,N,N,N,N
2023-04-11 01:00:00,75.4,760,33.89854353,109.2985435,33.31419607,-0.2,NA,2,0.083333333,N,N,N,N
2023-04-11 02:00:00,75.4,760,33.89854353,109.2985435,33.31419607,0,NA,NA,NA,N,N,N,N
2023-04-11 03:00:00,75.3,760,33.89854353,109.1985435,33.28371607,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-11 04:00:00,75.2,760,33.89854353,109.0985435,33.25323607,-0.1,NA,3,0.125,N,N,N,N
2023-04-11 05:00:00,75.2,760,33.89854353,109.0985435,33.25323607,0,NA,NA,NA,N,N,N,N
2023-04-11 06:00:00,75.4,760,33.89854353,109.2985435,33.31419607,0.2,NA,NA,NA,N,N,N,N
2023-04-11 07:00:00,75.4,761,33.94314688,109.3431469,33.32779117,0.044603347,NA,NA,NA,N,N,N,N
2023-04-11 08:00:00,75.4,762,33.98775023,109.3877502,33.34138627,0.044603347,NA,NA,NA,N,N,N,N
2023-04-11 09:00:00,75.3,762,33.98775023,109.2877502,33.31090627,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-11 10:00:00,75,763,34.03235357,109.0323536,33.23306137,-0.255396653,NA,3,0.125,N,N,N,N
2023-04-11 11:00:00,74.9,763,34.03235357,108.9323536,33.20258137,-0.1,NA,4,0.166666667,N,N,N,N
2023-04-11 12:00:00,74.9,763,34.03235357,108.9323536,33.20258137,0,NA,NA,NA,N,N,N,N
2023-04-11 13:00:00,74.8,763,34.03235357,108.8323536,33.17210137,-0.1,NA,2,0.083333333,N,N,N,N
2023-04-11 14:00:00,74.8,763,34.03235357,108.8323536,33.17210137,0,NA,NA,NA,N,N,N,N
2023-04-11 15:00:00,74.8,763,34.03235357,108.8323536,33.17210137,0,NA,NA,NA,N,N,N,N
2023-04-11 16:00:00,74.8,762,33.98775023,108.7877502,33.15850627,-0.044603347,33.15850627,2,0.083333333,Y,Y,N,N
2023-04-11 17:00:00,74.8,762,33.98775023,108.7877502,33.15850627,0,NA,NA,NA,N,Y,N,N
2023-04-11 18:00:00,74.8,762,33.98775023,108.7877502,33.15850627,0,NA,NA,NA,N,Y,N,N
2023-04-11 19:00:00,75,761,33.94314688,108.9431469,33.20587117,0.155396653,NA,NA,NA,N,Y,N,N
2023-04-11 20:00:00,75,761,33.94314688,108.9431469,33.20587117,0,NA,NA,NA,N,Y,N,N
2023-04-11 21:00:00,75.1,761,33.94314688,109.0431469,33.23635117,0.1,NA,NA,NA,N,Y,N,N
2023-04-11 22:00:00,75,761,33.94314688,108.9431469,33.20587117,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-11 23:00:00,75,761,33.94314688,108.9431469,33.20587117,0,NA,NA,NA,N,Y,N,N
2023-04-12 00:00:00,75,760,33.89854353,108.8985435,33.19227607,-0.044603347,NA,2,0.083333333,N,Y,N,N
2023-04-12 01:00:00,75,760,33.89854353,108.8985435,33.19227607,0,NA,NA,NA,N,Y,N,N
2023-04-12 02:00:00,75,759,33.85394019,108.8539402,33.17868097,-0.044603347,NA,2,0.083333333,N,Y,N,N
2023-04-12 03:00:00,75,759,33.85394019,108.8539402,33.17868097,0,NA,NA,NA,N,Y,N,N
2023-04-12 04:00:00,75.1,759,33.85394019,108.9539402,33.20916097,0.1,NA,NA,NA,N,Y,N,N
2023-04-12 05:00:00,75.1,759,33.85394019,108.9539402,33.20916097,0,NA,NA,NA,N,Y,N,N
2023-04-12 06:00:00,74.9,760,33.89854353,108.7985435,33.16179607,-0.155396653,NA,2,0.083333333,N,Y,N,N
2023-04-12 07:00:00,75,760,33.89854353,108.8985435,33.19227607,0.1,NA,NA,NA,N,Y,N,N
2023-04-12 08:00:00,75.1,761,33.94314688,109.0431469,33.23635117,0.144603347,NA,NA,NA,N,Y,N,N
2023-04-12 09:00:00,74.9,761,33.94314688,108.8431469,33.17539117,-0.2,NA,2,0.083333333,N,Y,N,N
2023-04-12 10:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0.044603347,NA,NA,NA,N,Y,N,N
2023-04-12 11:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 12:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 13:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 14:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 15:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 16:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 17:00:00,74.8,762,33.98775023,108.7877502,33.15850627,-0.1,33.15850627,2,0.083333333,Y,Y,N,N
2023-04-12 18:00:00,74.8,761,33.94314688,108.7431469,33.14491117,-0.044603347,33.14491117,3,0.125,Y,Y,N,N
2023-04-12 19:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0.144603347,NA,NA,NA,N,Y,N,N
2023-04-12 20:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 21:00:00,74.9,762,33.98775023,108.8877502,33.18898627,0,NA,NA,NA,N,Y,N,N
2023-04-12 22:00:00,75,762,33.98775023,108.9877502,33.21946627,0.1,NA,NA,NA,N,Y,N,N
2023-04-12 23:00:00,75.1,762,33.98775023,109.0877502,33.24994627,0.1,NA,NA,NA,N,Y,N,N
2023-04-13 00:00:00,75,762,33.98775023,108.9877502,33.21946627,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-13 01:00:00,75,762,33.98775023,108.9877502,33.21946627,0,NA,NA,NA,N,Y,N,N
2023-04-13 02:00:00,75,762,33.98775023,108.9877502,33.21946627,0,NA,NA,NA,N,Y,N,N
2023-04-13 03:00:00,75.1,762,33.98775023,109.0877502,33.24994627,0.1,NA,NA,NA,N,Y,N,N
2023-04-13 04:00:00,75.1,762,33.98775023,109.0877502,33.24994627,0,NA,NA,NA,N,Y,N,N
2023-04-13 05:00:00,75.1,762,33.98775023,109.0877502,33.24994627,0,NA,NA,NA,N,Y,N,N
2023-04-13 06:00:00,75.2,762,33.98775023,109.1877502,33.28042627,0.1,NA,NA,NA,N,Y,N,N
2023-04-13 07:00:00,75.2,762,33.98775023,109.1877502,33.28042627,0,NA,NA,NA,N,Y,N,N
2023-04-13 08:00:00,75.2,762,33.98775023,109.1877502,33.28042627,0,NA,NA,NA,N,Y,N,N
2023-04-13 09:00:00,75.3,761,33.94314688,109.2431469,33.29731117,0.055396653,NA,NA,NA,N,Y,N,N
2023-04-13 10:00:00,75.2,761,33.94314688,109.1431469,33.26683117,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-13 11:00:00,75.3,761,33.94314688,109.2431469,33.29731117,0.1,NA,NA,NA,N,Y,N,N
2023-04-13 12:00:00,75.3,760,33.89854353,109.1985435,33.28371607,-0.044603347,NA,2,0.083333333,N,Y,N,N
2023-04-13 13:00:00,75.3,760,33.89854353,109.1985435,33.28371607,0,NA,NA,NA,N,Y,N,N
2023-04-13 14:00:00,75.3,760,33.89854353,109.1985435,33.28371607,0,NA,NA,NA,N,Y,N,N
2023-04-13 15:00:00,75.4,759,33.85394019,109.2539402,33.30060097,0.055396653,NA,NA,NA,N,Y,N,N
2023-04-13 16:00:00,75,758,33.80933684,108.8093368,33.16508587,-0.444603347,NA,2,0.083333333,N,Y,N,N
2023-04-13 17:00:00,75.2,758,33.80933684,109.0093368,33.22604587,0.2,NA,NA,NA,N,Y,N,N
2023-04-13 18:00:00,75.2,758,33.80933684,109.0093368,33.22604587,0,NA,NA,NA,N,Y,N,N
2023-04-13 19:00:00,75.1,758,33.80933684,108.9093368,33.19556587,-0.1,NA,2,0.083333333,N,Y,N,N
2023-04-13 20:00:00,75.1,758,33.80933684,108.9093368,33.19556587,0,NA,NA,NA,N,Y,N,N
2023-04-13 21:00:00,75,759,33.85394019,108.8539402,33.17868097,-0.055396653,NA,2,0.083333333,N,Y,N,N
2023-04-13 22:00:00,75,759,33.85394019,108.8539402,33.17868097,0,NA,NA,NA,N,Y,N,N
2023-04-13 23:00:00,75,759,33.85394019,108.8539402,33.17868097,0,NA,NA,NA,N,Y,N,N
2023-04-14 00:00:00,74.9,759,33.85394019,108.7539402,33.14820097,-0.1,33.14820097,2,0.083333333,Y,Y,N,N
2023-04-14 01:00:00,75.1,759,33.85394019,108.9539402,33.20916097,0.2,NA,NA,NA,N,Y,N,N
2023-04-14 02:00:00,75.2,759,33.85394019,109.0539402,33.23964097,0.1,NA,NA,NA,N,Y,N,N
