Date.Time,stage.ht.dl,agency,station_id,timezone,Pres_Air_Inst_1Hour_USGS_mm_hg,X,bar_press_ft_h2o,total_pressure_ft_h2o.dl,total_pressure_m_h2o.dl,del.tot.pressure.ft.hr.dl,moving.minima,hours.since.lower.pressure,days.since.lower.pressure,moving.minima.y.n,moving.minima.48hrs.prior.y.n,more.than.one.day.since.lower.pressure.y.n,more.than.one.day.since.lower.pressure.event.last.2.days.y.n
2022-11-02 00:00:00,158.37,USGS,14105700,PDT,753,A,33.58632011,191.9563201,58.50828637,NA,NA,NA,NA,N,N,N,N
2022-11-02 01:00:00,158.45,USGS,14105700,PDT,753,A,33.58632011,192.0363201,58.53267037,0.08,NA,NA,NA,Y,Y,N,N
2022-11-02 02:00:00,158.37,USGS,14105700,PDT,754,A,33.63092345,192.0009235,58.52188147,-0.035396653,NA,2,0.083333333,N,N,N,N
2022-11-02 03:00:00,158.44,USGS,14105700,PDT,755,A,33.6755268,192.1155268,58.55681257,0.114603347,NA,NA,NA,Y,Y,N,N
2022-11-02 04:00:00,158.4,USGS,14105700,PDT,755,A,33.6755268,192.0755268,58.54462057,-0.04,NA,2,0.083333333,N,N,N,N
2022-11-02 05:00:00,158.37,USGS,14105700,PDT,755,A,33.6755268,192.0455268,58.53547657,-0.03,NA,3,0.125,N,N,N,N
2022-11-02 06:00:00,158.38,USGS,14105700,PDT,756,A,33.72013015,192.1001301,58.55211967,0.054603347,NA,NA,NA,N,N,N,N
2022-11-02 07:00:00,158.57,USGS,14105700,PDT,756,A,33.72013015,192.2901301,58.61003167,0.19,NA,NA,NA,N,N,N,N
2022-11-02 08:00:00,158.55,USGS,14105700,PDT,756,A,33.72013015,192.2701301,58.60393567,-0.02,NA,2,0.083333333,N,N,N,N
2022-11-02 09:00:00,158.57,USGS,14105700,PDT,757,A,33.76473349,192.3347335,58.62362677,0.064603347,NA,NA,NA,N,N,N,N
2022-11-02 10:00:00,158.59,USGS,14105700,PDT,758,A,33.80933684,192.3993368,58.64331787,0.064603347,NA,NA,NA,N,N,N,N
2022-11-02 11:00:00,158.62,USGS,14105700,PDT,758,A,33.80933684,192.4293368,58.65246187,0.03,NA,NA,NA,N,N,N,N
2022-11-02 12:00:00,158.59,USGS,14105700,PDT,758,A,33.80933684,192.3993368,58.64331787,-0.03,NA,2,0.083333333,N,N,N,N
2022-11-02 13:00:00,158.63,USGS,14105700,PDT,758,A,33.80933684,192.4393368,58.65550987,0.04,NA,NA,NA,Y,Y,N,N
2022-11-02 14:00:00,158.6,USGS,14105700,PDT,758,A,33.80933684,192.4093368,58.64636587,-0.03,NA,2,0.083333333,N,N,N,N
2022-11-02 15:00:00,158.67,USGS,14105700,PDT,759,A,33.85394019,192.5239402,58.68129697,0.114603347,NA,NA,NA,Y,Y,N,N
2022-11-02 16:00:00,158.62,USGS,14105700,PDT,759,A,33.85394019,192.4739402,58.66605697,-0.05,NA,2,0.083333333,Y,Y,N,N
2022-11-02 17:00:00,158.77,USGS,14105700,PDT,760,A,33.89854353,192.6685435,58.72537207,0.194603347,NA,NA,NA,N,N,N,N
2022-11-02 18:00:00,158.77,USGS,14105700,PDT,760,A,33.89854353,192.6685435,58.72537207,0,NA,NA,NA,N,N,N,N
2022-11-02 19:00:00,158.81,USGS,14105700,PDT,761,A,33.94314688,192.7531469,58.75115917,0.084603347,NA,NA,NA,N,N,N,N
2022-11-02 20:00:00,158.75,USGS,14105700,PDT,762,A,33.98775023,192.7377502,58.74646627,-0.015396653,NA,2,0.083333333,N,N,N,N
2022-11-02 21:00:00,158.72,USGS,14105700,PDT,762,A,33.98775023,192.7077502,58.73732227,-0.03,NA,3,0.125,N,N,N,N
2022-11-02 22:00:00,158.66,USGS,14105700,PDT,763,A,34.03235357,192.6923536,58.73262937,-0.015396653,NA,4,0.166666667,N,N,N,N
2022-11-02 23:00:00,158.63,USGS,14105700,PDT,763,A,34.03235357,192.6623536,58.72348537,-0.03,NA,5,0.208333333,N,N,N,N
2022-11-03 00:00:00,158.48,USGS,14105700,PDT,763,A,34.03235357,192.5123536,58.67776537,-0.15,NA,6,0.25,N,N,N,N
2022-11-03 01:00:00,158.59,USGS,14105700,PDT,764,A,34.07695692,192.6669569,58.72488847,0.154603347,NA,NA,NA,N,N,N,N
2022-11-03 02:00:00,158.55,USGS,14105700,PDT,764,A,34.07695692,192.6269569,58.71269647,-0.04,NA,2,0.083333333,Y,Y,N,N
2022-11-03 03:00:00,158.62,USGS,14105700,PDT,764,A,34.07695692,192.6969569,58.73403247,0.07,NA,NA,NA,Y,Y,N,N
2022-11-03 04:00:00,158.7,USGS,14105700,PDT,765,A,34.12156027,192.8215603,58.77201157,0.124603347,NA,NA,NA,Y,Y,N,N
2022-11-03 05:00:00,158.69,USGS,14105700,PDT,765,A,34.12156027,192.8115603,58.76896357,-0.01,NA,2,0.083333333,N,N,N,N
2022-11-03 06:00:00,158.49,USGS,14105700,PDT,765,A,34.12156027,192.6115603,58.70800357,-0.2,NA,3,0.125,N,N,N,N
2022-11-03 07:00:00,158.59,USGS,14105700,PDT,765,A,34.12156027,192.7115603,58.73848357,0.1,NA,NA,NA,Y,Y,N,N
2022-11-03 08:00:00,158.55,USGS,14105700,PDT,766,A,34.16616361,192.7161636,58.73988667,0.004603347,NA,NA,NA,N,N,N,N
2022-11-03 09:00:00,158.55,USGS,14105700,PDT,767,A,34.21076696,192.760767,58.75348177,0.044603347,NA,NA,NA,Y,Y,N,N
2022-11-03 10:00:00,158.56,USGS,14105700,PDT,766,A,34.16616361,192.7261636,58.74293467,-0.034603347,NA,2,0.083333333,N,N,N,N
2022-11-03 11:00:00,158.54,USGS,14105700,PDT,766,A,34.16616361,192.7061636,58.73683867,-0.02,NA,3,0.125,Y,Y,N,N
2022-11-03 12:00:00,158.52,USGS,14105700,PDT,766,A,34.16616361,192.6861636,58.73074267,-0.02,NA,4,0.166666667,Y,Y,N,N
2022-11-03 13:00:00,158.48,USGS,14105700,PDT,765,A,34.12156027,192.6015603,58.70495557,-0.084603347,NA,5,0.208333333,Y,Y,N,N
2022-11-03 14:00:00,158.46,USGS,14105700,PDT,765,A,34.12156027,192.5815603,58.69885957,-0.02,NA,6,0.25,Y,Y,N,N
2022-11-03 15:00:00,158.33,USGS,14105700,PDT,765,A,34.12156027,192.4515603,58.65923557,-0.13,58.65923557,7,0.291666667,Y,Y,N,N
2022-11-03 16:00:00,158.34,USGS,14105700,PDT,764,A,34.07695692,192.4169569,58.64868847,-0.034603347,58.64868847,8,0.333333333,Y,Y,N,N
2022-11-03 17:00:00,158.24,USGS,14105700,PDT,764,A,34.07695692,192.3169569,58.61820847,-0.1,58.61820847,9,0.375,N,Y,N,N
2022-11-03 18:00:00,158.3,USGS,14105700,PDT,763,A,34.03235357,192.3323536,58.62290137,0.015396653,NA,NA,NA,N,Y,N,N
2022-11-03 19:00:00,158.37,USGS,14105700,PDT,763,A,34.03235357,192.4023536,58.64423737,0.07,NA,NA,NA,N,Y,N,N
2022-11-03 20:00:00,158.48,USGS,14105700,PDT,763,A,34.03235357,192.5123536,58.67776537,0.11,NA,NA,NA,N,Y,N,N
2022-11-03 21:00:00,158.53,USGS,14105700,PDT,762,A,33.98775023,192.5177502,58.67941027,0.005396653,NA,NA,NA,N,Y,N,N
2022-11-03 22:00:00,158.61,USGS,14105700,PDT,762,A,33.98775023,192.5977502,58.70379427,0.08,NA,NA,NA,N,Y,N,N
2022-11-03 23:00:00,158.61,USGS,14105700,PDT,762,A,33.98775023,192.5977502,58.70379427,0,NA,NA,NA,N,Y,N,N
2022-11-04 00:00:00,158.49,USGS,14105700,PDT,761,A,33.94314688,192.4331469,58.65362317,-0.164603347,NA,2,0.083333333,N,Y,N,N
2022-11-04 01:00:00,158.63,USGS,14105700,PDT,760,A,33.89854353,192.5285435,58.68270007,0.095396653,NA,NA,NA,N,Y,N,N
2022-11-04 02:00:00,158.61,USGS,14105700,PDT,760,A,33.89854353,192.5085435,58.67660407,-0.02,NA,2,0.083333333,N,Y,N,N
2022-11-04 03:00:00,158.58,USGS,14105700,PDT,759,A,33.85394019,192.4339402,58.65386497,-0.074603347,NA,3,0.125,N,Y,N,N
2022-11-04 04:00:00,158.66,USGS,14105700,PDT,758,A,33.80933684,192.4693368,58.66465387,0.035396653,NA,NA,NA,N,Y,N,N
2022-11-04 05:00:00,158.59,USGS,14105700,PDT,757,A,33.76473349,192.3547335,58.62972277,-0.114603347,NA,2,0.083333333,N,Y,N,N
2022-11-04 06:00:00,158.46,USGS,14105700,PDT,756,A,33.72013015,192.1801301,58.57650367,-0.174603347,58.57650367,3,0.125,N,Y,N,N
2022-11-04 07:00:00,158.5,USGS,14105700,PDT,756,A,33.72013015,192.2201301,58.58869567,0.04,NA,NA,NA,N,Y,N,N
2022-11-04 08:00:00,158.57,USGS,14105700,PDT,756,A,33.72013015,192.2901301,58.61003167,0.07,NA,NA,NA,N,Y,N,N
2022-11-04 09:00:00,158.64,USGS,14105700,PDT,755,A,33.6755268,192.3155268,58.61777257,0.025396653,NA,NA,NA,N,Y,N,N
2022-11-04 10:00:00,158.61,USGS,14105700,PDT,755,A,33.6755268,192.2855268,58.60862857,-0.03,NA,2,0.083333333,N,Y,N,N
2022-11-04 11:00:00,158.75,USGS,14105700,PDT,754,A,33.63092345,192.3809235,58.63770547,0.095396653,NA,NA,NA,Y,Y,N,N
2022-11-04 12:00:00,158.68,USGS,14105700,PDT,754,A,33.63092345,192.3109235,58.61636947,-0.07,NA,2,0.083333333,N,Y,N,N
2022-11-04 13:00:00,158.63,USGS,14105700,PDT,753,A,33.58632011,192.2163201,58.58753437,-0.094603347,NA,3,0.125,Y,Y,N,N
2022-11-04 14:00:00,158.76,USGS,14105700,PDT,753,A,33.58632011,192.3463201,58.62715837,0.13,NA,NA,NA,Y,Y,N,N
2022-11-04 15:00:00,158.67,USGS,14105700,PDT,752,A,33.54171676,192.2117168,58.58613127,-0.134603347,NA,2,0.083333333,Y,Y,N,N
2022-11-04 16:00:00,158.67,USGS,14105700,PDT,752,A,33.54171676,192.2117168,58.58613127,0,NA,NA,NA,Y,Y,N,N
2022-11-04 17:00:00,158.72,USGS,14105700,PDT,751,A,33.49711341,192.2171134,58.58777617,0.005396653,NA,NA,NA,N,Y,N,N
2022-11-04 18:00:00,158.71,USGS,14105700,PDT,751,A,33.49711341,192.2071134,58.58472817,-0.01,NA,2,0.083333333,N,Y,N,N
2022-11-04 19:00:00,158.68,USGS,14105700,PDT,751,A,33.49711341,192.1771134,58.57558417,-0.03,58.57558417,3,0.125,N,Y,N,N
2022-11-04 20:00:00,158.7,USGS,14105700,PDT,751,A,33.49711341,192.1971134,58.58168017,0.02,NA,NA,NA,N,Y,N,N
2022-11-04 21:00:00,158.72,USGS,14105700,PDT,751,A,33.49711341,192.2171134,58.58777617,0.02,NA,NA,NA,N,Y,N,N
2022-11-04 22:00:00,158.81,USGS,14105700,PDT,750,A,33.45251007,192.2625101,58.60161307,0.045396653,NA,NA,NA,N,Y,N,N
2022-11-04 23:00:00,158.85,USGS,14105700,PDT,748,A,33.36330337,192.2133034,58.58661487,-0.049206694,NA,2,0.083333333,N,Y,N,N
2022-11-05 00:00:00,158.93,USGS,14105700,PDT,747,A,33.31870003,192.2487,58.59740377,0.035396653,NA,NA,NA,N,Y,N,N
2022-11-05 01:00:00,158.74,USGS,14105700,PDT,746,A,33.27409668,192.0140967,58.52589667,-0.234603347,58.52589667,2,0.083333333,N,Y,N,N
2022-11-05 02:00:00,158.71,USGS,14105700,PDT,748,A,33.36330337,192.0733034,58.54394287,0.059206694,NA,NA,NA,N,Y,N,N
2022-11-05 03:00:00,158.76,USGS,14105700,PDT,751,A,33.49711341,192.2571134,58.59996817,0.18381004,NA,NA,NA,N,Y,N,N
2022-11-05 04:00:00,158.77,USGS,14105700,PDT,752,A,33.54171676,192.3117168,58.61661127,0.054603347,NA,NA,NA,N,Y,N,N
2022-11-05 05:00:00,158.86,USGS,14105700,PDT,753,A,33.58632011,192.4463201,58.65763837,0.134603347,NA,NA,NA,N,Y,N,N
2022-11-05 06:00:00,158.96,USGS,14105700,PDT,754,A,33.63092345,192.5909235,58.70171347,0.144603347,NA,NA,NA,N,Y,N,N
2022-11-05 07:00:00,158.58,USGS,14105700,PDT,755,A,33.6755268,192.2555268,58.59948457,-0.335396653,NA,2,0.083333333,N,Y,N,N
2022-11-05 08:00:00,158.68,USGS,14105700,PDT,756,A,33.72013015,192.4001301,58.64355967,0.144603347,NA,NA,NA,N,Y,N,N
2022-11-05 09:00:00,158.67,USGS,14105700,PDT,756,A,33.72013015,192.3901301,58.64051167,-0.01,NA,2,0.083333333,N,Y,N,N
2022-11-05 10:00:00,158.77,USGS,14105700,PDT,756,A,33.72013015,192.4901301,58.67099167,0.1,NA,NA,NA,N,Y,N,N
2022-11-05 11:00:00,158.88,USGS,14105700,PDT,756,A,33.72013015,192.6001301,58.70451967,0.11,NA,NA,NA,N,Y,N,N
2022-11-05 12:00:00,158.71,USGS,14105700,PDT,757,A,33.76473349,192.4747335,58.66629877,-0.125396653,NA,2,0.083333333,N,Y,N,N
2022-11-05 13:00:00,158.9,USGS,14105700,PDT,757,A,33.76473349,192.6647335,58.72421077,0.19,NA,NA,NA,N,Y,N,N
2022-11-05 14:00:00,158.75,USGS,14105700,PDT,757,A,33.76473349,192.5147335,58.67849077,-0.15,NA,2,0.083333333,N,Y,N,N
2022-11-05 15:00:00,158.84,USGS,14105700,PDT,757,A,33.76473349,192.6047335,58.70592277,0.09,NA,NA,NA,N,Y,N,N
2022-11-05 16:00:00,158.78,USGS,14105700,PDT,758,A,33.80933684,192.5893368,58.70122987,-0.015396653,NA,2,0.083333333,N,Y,N,N
2022-11-05 17:00:00,158.9,USGS,14105700,PDT,758,A,33.80933684,192.7093368,58.73780587,0.12,NA,NA,NA,N,Y,N,N
2022-11-05 18:00:00,158.91,USGS,14105700,PDT,758,A,33.80933684,192.7193368,58.74085387,0.01,NA,NA,NA,N,Y,N,N
2022-11-05 19:00:00,158.83,USGS,14105700,PDT,758,A,33.80933684,192.6393368,58.71646987,-0.08,NA,2,0.083333333,N,Y,N,N
2022-11-05 20:00:00,158.85,USGS,14105700,PDT,758,A,33.80933684,192.6593368,58.72256587,0.02,NA,NA,NA,N,Y,N,N
2022-11-05 21:00:00,158.95,USGS,14105700,PDT,758,A,33.80933684,192.7593368,58.75304587,0.1,NA,NA,NA,N,Y,N,N
2022-11-05 22:00:00,158.98,USGS,14105700,PDT,758,A,33.80933684,192.7893368,58.76218987,0.03,NA,NA,NA,N,Y,N,N
2022-11-05 23:00:00,159.21,USGS,14105700,PDT,758,A,33.80933684,193.0193368,58.83229387,0.23,NA,NA,NA,N,Y,N,N
2022-11-06 00:00:00,159.23,USGS,14105700,PDT,758,A,33.80933684,193.0393368,58.83838987,0.02,NA,NA,NA,N,Y,N,N
2022-11-06 01:00:00,159.19,USGS,14105700,PDT,757,A,33.76473349,192.9547335,58.81260277,-0.084603347,NA,2,0.083333333,N,Y,N,N
2022-11-06 01:00:00,159.19,USGS,14105700,PST,757,A,33.76473349,192.9547335,58.81260277,0,NA,NA,NA,N,Y,N,N
2022-11-06 02:00:00,159.24,USGS,14105700,PST,756,A,33.72013015,192.9601301,58.81424767,0.005396653,NA,NA,NA,N,Y,N,N
2022-11-06 03:00:00,159.22,USGS,14105700,PST,755,A,33.6755268,192.8955268,58.79455657,-0.064603347,NA,2,0.083333333,N,Y,N,N
2022-11-06 04:00:00,159.23,USGS,14105700,PST,754,A,33.63092345,192.8609235,58.78400947,-0.034603347,NA,3,0.125,N,Y,N,N
2022-11-06 05:00:00,159.26,USGS,14105700,PST,753,A,33.58632011,192.8463201,58.77955837,-0.014603347,NA,4,0.166666667,N,Y,N,N
2022-11-06 06:00:00,159.29,USGS,14105700,PST,752,A,33.54171676,192.8317168,58.77510727,-0.014603347,NA,5,0.208333333,N,Y,N,N
2022-11-06 07:00:00,159.42,USGS,14105700,PST,751,A,33.49711341,192.9171134,58.80113617,0.085396653,NA,NA,NA,N,Y,N,N
2022-11-06 08:00:00,159.61,USGS,14105700,PST,750,A,33.45251007,193.0625101,58.84545307,0.145396653,NA,NA,NA,N,Y,N,N
2022-11-06 09:00:00,159.62,USGS,14105700,PST,750,A,33.45251007,193.0725101,58.84850107,0.01,NA,NA,NA,N,Y,N,N
2022-11-06 10:00:00,159.67,USGS,14105700,PST,750,A,33.45251007,193.1225101,58.86374107,0.05,NA,NA,NA,N,Y,N,N
2022-11-06 11:00:00,159.65,USGS,14105700,PST,750,A,33.45251007,193.1025101,58.85764507,-0.02,NA,2,0.083333333,N,Y,N,N
2022-11-06 12:00:00,159.6,USGS,14105700,PST,749,A,33.40790672,193.0079067,58.82880997,-0.094603347,NA,3,0.125,N,Y,N,N
2022-11-06 13:00:00,159.57,USGS,14105700,PST,749,A,33.40790672,192.9779067,58.81966597,-0.03,NA,4,0.166666667,N,Y,N,N
2022-11-06 14:00:00,159.56,USGS,14105700,PST,748,A,33.36330337,192.9233034,58.80302287,-0.054603347,NA,5,0.208333333,N,Y,N,N
2022-11-06 15:00:00,159.44,USGS,14105700,PST,747,A,33.31870003,192.7587,58.75285177,-0.164603347,NA,6,0.25,N,Y,N,N
2022-11-06 16:00:00,159.42,USGS,14105700,PST,746,A,33.27409668,192.6940967,58.73316067,-0.064603347,NA,7,0.291666667,N,Y,N,N
2022-11-06 17:00:00,159.1,USGS,14105700,PST,746,A,33.27409668,192.3740967,58.63562467,-0.32,58.63562467,8,0.333333333,N,Y,N,N
2022-11-06 18:00:00,159.06,USGS,14105700,PST,745,A,33.22949333,192.2894933,58.60983757,-0.084603347,58.60983757,9,0.375,N,Y,N,N
2022-11-06 19:00:00,158.82,USGS,14105700,PST,745,A,33.22949333,192.0494933,58.53668557,-0.24,58.53668557,10,0.416666667,N,Y,N,N
2022-11-06 20:00:00,158.75,USGS,14105700,PST,745,A,33.22949333,191.9794933,58.51534957,-0.07,58.51534957,11,0.458333333,N,Y,N,N
2022-11-06 21:00:00,158.81,USGS,14105700,PST,745,A,33.22949333,192.0394933,58.53363757,0.06,NA,NA,NA,N,Y,N,N
2022-11-06 22:00:00,158.76,USGS,14105700,PST,745,A,33.22949333,191.9894933,58.51839757,-0.05,NA,2,0.083333333,N,Y,N,N
2022-11-06 23:00:00,158.87,USGS,14105700,PST,745,A,33.22949333,192.0994933,58.55192557,0.11,NA,NA,NA,N,Y,N,N
2022-11-07 00:00:00,158.95,USGS,14105700,PST,745,A,33.22949333,192.1794933,58.57630957,0.08,NA,NA,NA,N,Y,N,N
2022-11-07 01:00:00,158.76,USGS,14105700,PST,746,A,33.27409668,192.0340967,58.53199267,-0.145396653,NA,2,0.083333333,N,Y,N,N
2022-11-07 02:00:00,158.73,USGS,14105700,PST,746,A,33.27409668,192.0040967,58.52284867,-0.03,NA,3,0.125,N,Y,N,N
2022-11-07 03:00:00,158.55,USGS,14105700,PST,747,A,33.31870003,191.8687,58.48157977,-0.135396653,58.48157977,4,0.166666667,N,Y,N,N
2022-11-07 04:00:00,158.55,USGS,14105700,PST,747,A,33.31870003,191.8687,58.48157977,0,NA,NA,NA,N,Y,N,N
2022-11-07 05:00:00,158.41,USGS,14105700,PST,748,A,33.36330337,191.7733034,58.45250287,-0.095396653,58.45250287,2,0.083333333,N,Y,N,N
2022-11-07 06:00:00,158.39,USGS,14105700,PST,748,A,33.36330337,191.7533034,58.44640687,-0.02,58.44640687,3,0.125,N,Y,N,N
2022-11-07 07:00:00,158.46,USGS,14105700,PST,749,A,33.40790672,191.8679067,58.48133797,0.114603347,NA,NA,NA,N,Y,N,N
2022-11-07 08:00:00,158.45,USGS,14105700,PST,749,A,33.40790672,191.8579067,58.47828997,-0.01,NA,2,0.083333333,N,Y,N,N
2022-11-07 09:00:00,158.53,USGS,14105700,PST,750,A,33.45251007,191.9825101,58.51626907,0.124603347,NA,NA,NA,N,Y,N,N
2022-11-07 10:00:00,158.57,USGS,14105700,PST,750,A,33.45251007,192.0225101,58.52846107,0.04,NA,NA,NA,N,Y,N,N
2022-11-07 11:00:00,158.61,USGS,14105700,PST,750,A,33.45251007,192.0625101,58.54065307,0.04,NA,NA,NA,N,Y,N,N
2022-11-07 12:00:00,158.53,USGS,14105700,PST,750,A,33.45251007,191.9825101,58.51626907,-0.08,NA,2,0.083333333,N,Y,N,N
2022-11-07 13:00:00,158.56,USGS,14105700,PST,750,A,33.45251007,192.0125101,58.52541307,0.03,NA,NA,NA,N,Y,N,N
2022-11-07 14:00:00,158.6,USGS,14105700,PST,750,A,33.45251007,192.0525101,58.53760507,0.04,NA,NA,NA,N,Y,N,N
2022-11-07 15:00:00,158.6,USGS,14105700,PST,751,A,33.49711341,192.0971134,58.55120017,0.044603347,NA,NA,NA,N,Y,N,N
2022-11-07 16:00:00,158.51,USGS,14105700,PST,751,A,33.49711341,192.0071134,58.52376817,-0.09,NA,2,0.083333333,N,Y,N,N
2022-11-07 17:00:00,158.47,USGS,14105700,PST,751,A,33.49711341,191.9671134,58.51157617,-0.04,NA,3,0.125,N,Y,N,N
2022-11-07 18:00:00,158.57,USGS,14105700,PST,752,A,33.54171676,192.1117168,58.55565127,0.144603347,NA,NA,NA,N,Y,N,N
2022-11-07 19:00:00,158.5,USGS,14105700,PST,752,A,33.54171676,192.0417168,58.53431527,-0.07,NA,2,0.083333333,N,Y,N,N
2022-11-07 20:00:00,158.52,USGS,14105700,PST,752,A,33.54171676,192.0617168,58.54041127,0.02,NA,NA,NA,N,Y,N,N
2022-11-07 21:00:00,158.49,USGS,14105700,PST,753,A,33.58632011,192.0763201,58.54486237,0.014603347,NA,NA,NA,N,Y,N,N
2022-11-07 22:00:00,158.57,USGS,14105700,PST,753,A,33.58632011,192.1563201,58.56924637,0.08,NA,NA,NA,N,Y,N,N
2022-11-07 23:00:00,158.63,USGS,14105700,PST,753,A,33.58632011,192.2163201,58.58753437,0.06,NA,NA,NA,N,Y,N,N
2022-11-08 00:00:00,158.54,USGS,14105700,PST,754,A,33.63092345,192.1709235,58.57369747,-0.045396653,NA,2,0.083333333,N,Y,N,N
2022-11-08 01:00:00,158.64,USGS,14105700,PST,754,A,33.63092345,192.2709235,58.60417747,0.1,NA,NA,NA,N,Y,N,N
2022-11-08 02:00:00,158.7,USGS,14105700,PST,754,A,33.63092345,192.3309235,58.62246547,0.06,NA,NA,NA,N,Y,N,N
2022-11-08 03:00:00,158.8,USGS,14105700,PST,754,A,33.63092345,192.4309235,58.65294547,0.1,NA,NA,NA,N,Y,N,N
2022-11-08 04:00:00,158.82,USGS,14105700,PST,755,A,33.6755268,192.4955268,58.67263657,0.064603347,NA,NA,NA,N,Y,N,N
2022-11-08 05:00:00,158.86,USGS,14105700,PST,755,A,33.6755268,192.5355268,58.68482857,0.04,NA,NA,NA,N,Y,N,N
2022-11-08 06:00:00,158.85,USGS,14105700,PST,756,A,33.72013015,192.5701301,58.69537567,0.034603347,NA,NA,NA,N,Y,N,N
2022-11-08 07:00:00,158.99,USGS,14105700,PST,756,A,33.72013015,192.7101301,58.73804767,0.14,NA,NA,NA,N,Y,N,N
2022-11-08 08:00:00,159.07,USGS,14105700,PST,756,A,33.72013015,192.7901301,58.76243167,0.08,NA,NA,NA,N,Y,N,N
2022-11-08 09:00:00,159.08,USGS,14105700,PST,757,A,33.76473349,192.8447335,58.77907477,0.054603347,NA,NA,NA,N,Y,N,N
2022-11-08 10:00:00,159.12,USGS,14105700,PST,757,A,33.76473349,192.8847335,58.79126677,0.04,NA,NA,NA,N,Y,N,N
2022-11-08 11:00:00,159.1,USGS,14105700,PST,756,A,33.72013015,192.8201301,58.77157567,-0.064603347,NA,2,0.083333333,N,Y,N,N
2022-11-08 12:00:00,159.1,USGS,14105700,PST,756,A,33.72013015,192.8201301,58.77157567,0,NA,NA,NA,N,Y,N,N
2022-11-08 13:00:00,159.1,USGS,14105700,PST,755,A,33.6755268,192.7755268,58.75798057,-0.044603347,NA,2,0.083333333,N,Y,N,N
2022-11-08 14:00:00,159.08,USGS,14105700,PST,755,A,33.6755268,192.7555268,58.75188457,-0.02,NA,3,0.125,N,Y,N,N
2022-11-08 15:00:00,159.07,USGS,14105700,PST,755,A,33.6755268,192.7455268,58.74883657,-0.01,NA,4,0.166666667,N,Y,N,N
2022-11-08 16:00:00,158.79,USGS,14105700,PST,756,A,33.72013015,192.5101301,58.67708767,-0.235396653,NA,5,0.208333333,N,Y,N,N
2022-11-08 17:00:00,158.63,USGS,14105700,PST,756,A,33.72013015,192.3501301,58.62831967,-0.16,NA,6,0.25,N,Y,N,N
2022-11-08 18:00:00,158.38,USGS,14105700,PST,755,A,33.6755268,192.0555268,58.53852457,-0.294603347,NA,7,0.291666667,N,Y,N,N
2022-11-08 19:00:00,158.66,USGS,14105700,PST,756,A,33.72013015,192.3801301,58.63746367,0.324603347,NA,NA,NA,N,Y,N,N
2022-11-08 20:00:00,158.65,USGS,14105700,PST,756,A,33.72013015,192.3701301,58.63441567,-0.01,NA,2,0.083333333,N,Y,N,N
2022-11-08 21:00:00,158.77,USGS,14105700,PST,756,A,33.72013015,192.4901301,58.67099167,0.12,NA,NA,NA,N,Y,N,N
2022-11-08 22:00:00,158.89,USGS,14105700,PST,756,A,33.72013015,192.6101301,58.70756767,0.12,NA,NA,NA,N,Y,N,N
2022-11-08 23:00:00,159.15,USGS,14105700,PST,756,A,33.72013015,192.8701301,58.78681567,0.26,NA,NA,NA,N,Y,N,N
2022-11-09 00:00:00,159.09,USGS,14105700,PST,756,A,33.72013015,192.8101301,58.76852767,-0.06,NA,2,0.083333333,N,Y,N,N
2022-11-09 01:00:00,159.05,USGS,14105700,PST,756,A,33.72013015,192.7701301,58.75633567,-0.04,NA,3,0.125,N,Y,N,N
2022-11-09 02:00:00,159.01,USGS,14105700,PST,756,A,33.72013015,192.7301301,58.74414367,-0.04,NA,4,0.166666667,Y,Y,N,N
2022-11-09 03:00:00,158.96,USGS,14105700,PST,757,A,33.76473349,192.7247335,58.74249877,-0.005396653,NA,5,0.208333333,N,Y,N,N
2022-11-09 04:00:00,158.9,USGS,14105700,PST,757,A,33.76473349,192.6647335,58.72421077,-0.06,NA,6,0.25,N,Y,N,N
2022-11-09 05:00:00,158.84,USGS,14105700,PST,758,A,33.80933684,192.6493368,58.71951787,-0.015396653,NA,7,0.291666667,N,Y,N,N
2022-11-09 06:00:00,158.79,USGS,14105700,PST,758,A,33.80933684,192.5993368,58.70427787,-0.05,NA,8,0.333333333,N,N,N,N
2022-11-09 07:00:00,158.68,USGS,14105700,PST,759,A,33.85394019,192.5339402,58.68434497,-0.065396653,NA,9,0.375,N,N,N,N
2022-11-09 08:00:00,158.77,USGS,14105700,PST,759,A,33.85394019,192.6239402,58.71177697,0.09,NA,NA,NA,N,N,N,N
2022-11-09 09:00:00,158.67,USGS,14105700,PST,760,A,33.89854353,192.5685435,58.69489207,-0.055396653,NA,2,0.083333333,N,N,N,N
2022-11-09 10:00:00,158.73,USGS,14105700,PST,760,A,33.89854353,192.6285435,58.71318007,0.06,NA,NA,NA,N,N,N,N
2022-11-09 11:00:00,158.82,USGS,14105700,PST,760,A,33.89854353,192.7185435,58.74061207,0.09,NA,NA,NA,N,N,N,N
2022-11-09 12:00:00,158.82,USGS,14105700,PST,760,A,33.89854353,192.7185435,58.74061207,0,NA,NA,NA,N,N,N,N
2022-11-09 13:00:00,158.71,USGS,14105700,PST,760,A,33.89854353,192.6085435,58.70708407,-0.11,NA,2,0.083333333,N,N,N,N
2022-11-09 14:00:00,158.73,USGS,14105700,PST,760,A,33.89854353,192.6285435,58.71318007,0.02,NA,NA,NA,N,N,N,N
