project_flux_id,datetime_start,datetime_end,total_CH4_flux_lm_raw_mgC_m2_d,diffusive_flux_mgC_m2_d,r2_best_window,ebullitive_lm_raw_mgC_m2_d,deployment_duration_sec,jump_iqr_k,jump_threshold_pos_ppm_min,jump_threshold_neg_ppm_min,site,reservoir,FB_TR,r2_lm_total,adj_r2_lm_total,slope_lm_total,slope_se_lm_total,slope_p_lm_total,early_peak_flag
188,10/10/2023 9:47,10/10/2023 11:01,29.6957611,29.6957611,0.704835166,0,4440,1.5,3.650667641,-3.300373618,BVFB,BV,FB,0.908328872,0.907073103,0.003622694,0.000134699,1.28996011359846e-39,FALSE
211,11/15/2023 9:49,11/15/2023 10:44,-3.477167951,33.99583224,0.665862822,0,3300,1.5,2.38779267,-2.224272553,CGFB,CG,FB,0.066542177,0.048929766,-0.000420059,0.000216108,0.057244024,TRUE
215,11/15/2023 10:48,11/15/2023 12:34,3.65135759,3.65135759,0.686039115,0,6360,1.5,2.373803739,-2.398979422,CGFB,CG,FB,0.272330175,0.26533335,0.000452743,7.25695810768922e-05,9.66220838171961e-09,FALSE
223,1/22/2024 11:11,1/22/2024 12:17,0.004993616,0.004993616,0.288000889,0,3960,1.5,1.057061381,-0.912176442,DLFB,DL,FB,5.45078769895007e-06,-0.015619464,5.97266825757678e-07,3.19777268879835e-05,0.985156414,FALSE
227,1/22/2024 13:52,1/22/2024 15:10,-3.258611799,-9.769126867,0.44461847,0,4680,1.5,0.994702183,-1.01212165,DLTR,DL,TR,0.554417756,0.548554832,-0.000384595,3.95496333436653e-05,5.53448647771839e-15,TRUE
231,1/24/2024 10:16,1/24/2024 10:53,1.271661806,1.271661806,0.663222215,0,2220,1.5,0.307453488,-0.225815391,CGFB,CG,FB,0.429303113,0.412997488,0.000152667,2.97530213077773e-05,1.07909195916601e-05,FALSE
235,1/24/2024 11:17,1/24/2024 12:46,0.446973636,0.446973636,0.686300019,0,5340,1.5,0.38947398,-0.385472801,CGFB,CG,FB,0.189643228,0.180328783,5.36917351411088e-05,1.18991866188402e-05,1.99776483283688e-05,FALSE
239,1/25/2024 10:15,1/25/2024 12:00,-0.392573532,-1.644292656,0.346658429,0,6300,1.5,0.251669464,-0.245667052,DTFB,DT,FB,0.410647048,0.404925175,-4.63E-05,5.46597400381827e-06,1.80434579757695e-13,FALSE
243,1/29/2024 9:37,1/29/2024 10:27,2.702965364,2.702965364,0.904852483,0,3000,1.5,0.39273598,-0.331733923,BVFB,BV,FB,0.860683723,0.857840534,0.00031856,1.83093351155156e-05,1.2998164801691e-22,FALSE
247,1/29/2024 12:44,1/29/2024 13:34,5.419682688,3.79688725,0.333934706,1.622795438,3000,1.5,0.597885898,-0.557432977,BVTR,BV,TR,0.523418909,0.513692764,0.000654878,8.92700434650934e-05,2.0049621892652e-09,FALSE
252,3/7/2024 10:13,3/7/2024 12:26,0.195148103,0.195148103,0.405359988,0,7980,1.5,0.415310358,-0.397914703,DTFB,DT,FB,0.025703643,0.018266266,2.31226578530293e-05,1.24379928794624e-05,0.065265981,FALSE
260,3/19/2024 17:17,3/19/2024 18:17,-0.635955812,9.022820453,0.854495069,0,3600,1.5,0.543727626,-0.473994297,BVTR,BV,TR,0.12041876,0.105253566,-7.82E-05,2.77635192196915e-05,0.006599895,FALSE
264,3/20/2024 12:33,3/20/2024 13:36,-0.258935275,-2.241649588,0.606966909,0,3780,1.5,0.24742579,-0.246777374,DTFB,DT,FB,0.155939034,0.142101969,-3.24E-05,9.6585945461845e-06,0.001360824,FALSE
270,3/21/2024 11:02,3/21/2024 12:43,0.410409723,0.410409723,0.773908962,0,6060,1.5,0.382319296,-0.384267314,CGFB,CG,FB,0.099992997,0.090902017,5.02541402358645e-05,1.51527829297142e-05,0.001275368,FALSE
272,3/22/2024 11:06,3/22/2024 12:27,-4.865203471,-19.16556277,0.723448465,0,4860,1.5,2.334360955,-2.4400983,DLFB,DL,FB,0.403053195,0.395496907,-0.000588785,8.0617640203398e-05,1.95394826720953e-10,TRUE
276,3/22/2024 14:57,3/22/2024 15:54,-0.045109285,-0.652338624,0.111183622,0,3420,1.5,0.427521064,-0.358458748,DLTR,DL,TR,0.000320364,-0.017855629,-5.60E-06,4.216445161679e-05,0.894866331,FALSE
359,5/14/2024 13:34,5/14/2024 15:24,-0.62953983,1.038406915,0.718461728,0,6600,1.5,0.202308247,-0.203609189,DTFB,DT,FB,0.104674231,0.096534906,-8.08E-05,2.25263172391338e-05,0.000502116,FALSE
363,5/15/2024 11:41,5/15/2024 13:29,0.982016508,0.982016508,0.818330378,0,6480,1.5,0.150895397,-0.126244756,CGFB,CG,FB,0.474701501,0.470011336,0.000128542,1.2776973871055e-05,2.38109383188068e-17,FALSE
371,5/16/2024 12:43,5/16/2024 13:20,-0.393657629,-16.31266857,0.984652711,0,2220,1.5,1.271470156,-1.099288638,DLFB,DL,FB,0.00041072,-0.027355649,-4.99E-05,0.000410493,0.903874449,FALSE
383,5/17/2024 12:51,5/17/2024 13:35,1.782340491,1.782340491,0.77724659,0,2640,1.5,0.196640329,-0.165295574,BVTR,BV,TR,0.305778862,0.289249788,0.000223109,5.18726059081039e-05,9.91577440059858e-05,FALSE
391,5/21/2024 10:31,5/21/2024 11:14,2.424785076,2.234679719,0.883637652,0.190105356,2580,1.5,0.168641896,-0.116382393,DLTR,DL,TR,0.88392103,0.881157245,0.000293878,1.64328288851634e-05,2.97208466502138e-21,FALSE
387,5/21/2024 12:03,5/21/2024 12:45,NA,NA,NA,NA,2520,1.5,NA,NA,DLFB,DL,FB,NA,NA,NA,NA,NA,FALSE
410,7/8/2024 9:40,7/8/2024 10:21,-2.089049507,-3.085323926,0.930250378,0,2460,1.5,0.052389309,-0.090878805,BVFB,BV,FB,0.945890166,0.944502734,-0.000268105,1.02681062677593e-05,2.59409460820981e-26,TRUE
413,7/8/2024 12:33,7/8/2024 13:30,-0.60494927,-0.541589631,0.910785803,0,3420,1.5,0.033461547,-0.040793483,BVTR,BV,TR,0.818396558,0.815094677,-7.78E-05,4.94298727739172e-06,4.98356063032464e-22,FALSE
428,7/15/2024 11:58,7/15/2024 13:00,0.049421273,0.035587247,0.479514099,0.013834026,3720,1.5,0.006427763,-0.008784117,DTFB,DT,FB,0.09410488,0.079006628,6.42068784389056e-06,2.57180963433153e-06,0.015304231,FALSE
435,9/16/2024 12:21,9/16/2024 13:12,0.827728113,0.054441852,0.002020696,0.773286261,3060,1.5,0.097473573,-0.101329618,DTFB,DT,FB,0.110198453,0.092039238,0.000102911,4.17754681555124e-05,0.017320788,FALSE
438,9/16/2024 15:34,9/16/2024 16:29,0.047961447,NA,NA,NA,3300,1.5,0.065953821,-0.093244373,DTFB,DT,FB,0.010710182,-0.007955664,5.94556661949816e-06,7.84907834184859e-06,0.452113536,FALSE
441,9/17/2024 12:14,9/17/2024 13:58,0.94444284,0.94444284,0.958987532,0,6240,1.5,0.19594659,-0.167953013,CGFB,CG,FB,0.275703302,0.268532047,0.000119406,1.92576972240277e-05,1.24110549164546e-08,FALSE
444,9/18/2024 9:40,9/18/2024 10:35,17.0906611,8.911253851,0.832320254,8.179407245,3300,1.5,0.275996342,-0.187258,BVFB,BV,FB,0.781164133,0.777035154,0.002137095,0.000155372,4.00255429753737e-19,FALSE
447,9/18/2024 12:45,9/18/2024 13:44,7.245927248,6.587892123,0.960463466,0.658035125,3540,1.5,0.383606054,-0.254460304,BVTR,BV,TR,0.9670929,0.966515583,0.000900444,2.20003587664885e-05,5.9138125117422e-44,FALSE
469,11/12/2024 9:39,11/12/2024 10:35,3.848850351,3.848850351,0.93260986,0,3360,1.5,0.161450015,-0.094980651,DLFB,DL,FB,0.808441795,0.804827489,0.000466079,3.11636036403974e-05,1.15623831827777e-20,FALSE
484,11/14/2024 11:25,11/14/2024 12:40,-28.3708536,-17.33093126,0.602364808,0,4500,1.5,3.617101683,-4.159410617,CGFB,CG,FB,0.540050539,0.533749862,-0.003387633,0.000365909,6.1191423560794e-14,TRUE
